Edad;Sexo;Periodo;Total
De 30 a 34 años;Ambos sexos;2018T2;88,93
De 30 a 34 años;Ambos sexos;2018T1;88,12
De 30 a 34 años;Ambos sexos;2017T4;89,09
De 30 a 34 años;Ambos sexos;2017T3;88,14
De 30 a 34 años;Ambos sexos;2017T2;88,74
De 30 a 34 años;Ambos sexos;2017T1;88,94
De 30 a 34 años;Ambos sexos;2016T4;89,48
De 30 a 34 años;Ambos sexos;2016T3;89,87
De 30 a 34 años;Ambos sexos;2016T2;89,94
De 30 a 34 años;Ambos sexos;2016T1;90,46
De 30 a 34 años;Ambos sexos;2015T4;90,19
De 30 a 34 años;Ambos sexos;2015T3;90,21
De 30 a 34 años;Ambos sexos;2015T2;91,61
De 30 a 34 años;Ambos sexos;2015T1;91,43
De 30 a 34 años;Ambos sexos;2014T4;91,18
De 30 a 34 años;Ambos sexos;2014T3;90,42
De 30 a 34 años;Ambos sexos;2014T2;90,93
De 30 a 34 años;Ambos sexos;2014T1;91,23
De 30 a 34 años;Ambos sexos;2013T4;91,28
De 30 a 34 años;Ambos sexos;2013T3;90,33
De 30 a 34 años;Ambos sexos;2013T2;90,65
De 30 a 34 años;Ambos sexos;2013T1;90,89
De 30 a 34 años;Ambos sexos;2012T4;90,71
De 30 a 34 años;Ambos sexos;2012T3;90,32
De 30 a 34 años;Ambos sexos;2012T2;90,44
De 30 a 34 años;Ambos sexos;2012T1;90,18
De 30 a 34 años;Ambos sexos;2011T4;90,15
De 30 a 34 años;Ambos sexos;2011T3;89,84
De 30 a 34 años;Ambos sexos;2011T2;90,65
De 30 a 34 años;Ambos sexos;2011T1;90,11
De 30 a 34 años;Ambos sexos;2010T4;90,07
De 30 a 34 años;Ambos sexos;2010T3;89,8
De 30 a 34 años;Ambos sexos;2010T2;89,65
De 30 a 34 años;Ambos sexos;2010T1;89,32
De 30 a 34 años;Ambos sexos;2009T4;88,85
De 30 a 34 años;Ambos sexos;2009T3;88,41
De 30 a 34 años;Ambos sexos;2009T2;88,97
De 30 a 34 años;Ambos sexos;2009T1;89,17
De 30 a 34 años;Ambos sexos;2008T4;89
De 30 a 34 años;Ambos sexos;2008T3;88,29
De 30 a 34 años;Ambos sexos;2008T2;88,86
De 30 a 34 años;Ambos sexos;2008T1;88,43
De 30 a 34 años;Ambos sexos;2007T4;88,16
De 30 a 34 años;Ambos sexos;2007T3;87,2
De 30 a 34 años;Ambos sexos;2007T2;86,95
De 30 a 34 años;Ambos sexos;2007T1;87,13
De 30 a 34 años;Ambos sexos;2006T4;87,35
De 30 a 34 años;Ambos sexos;2006T3;86,19
De 30 a 34 años;Ambos sexos;2006T2;86,48
De 30 a 34 años;Ambos sexos;2006T1;86,5
De 30 a 34 años;Ambos sexos;2005T4;86,07
De 30 a 34 años;Ambos sexos;2005T3;85,36
De 30 a 34 años;Ambos sexos;2005T2;86,25
De 30 a 34 años;Ambos sexos;2005T1;85,19
De 30 a 34 años;Ambos sexos;2004T4;86,38
De 30 a 34 años;Ambos sexos;2004T3;85,81
De 30 a 34 años;Ambos sexos;2004T2;85,59
De 30 a 34 años;Ambos sexos;2004T1;85,31
De 30 a 34 años;Ambos sexos;2003T4;85,72
De 30 a 34 años;Ambos sexos;2003T3;84,84
De 30 a 34 años;Ambos sexos;2003T2;84,74
De 30 a 34 años;Ambos sexos;2003T1;84,52
De 30 a 34 años;Ambos sexos;2002T4;83,96
De 30 a 34 años;Ambos sexos;2002T3;83,75
De 30 a 34 años;Ambos sexos;2002T2;83,82
De 30 a 34 años;Ambos sexos;2002T1;83,32
De 30 a 34 años;Hombres;2025T4;93,01
De 30 a 34 años;Hombres;2025T3;92,7
De 30 a 34 años;Hombres;2025T2;91,4
De 30 a 34 años;Hombres;2025T1;92,17
De 30 a 34 años;Hombres;2024T4;92,19
De 30 a 34 años;Hombres;2024T3;92,56
De 30 a 34 años;Hombres;2024T2;92,32
De 30 a 34 años;Hombres;2024T1;92,36
De 30 a 34 años;Hombres;2023T4;91,58
De 30 a 34 años;Hombres;2023T3;92,9
De 30 a 34 años;Hombres;2023T2;93,1
De 30 a 34 años;Hombres;2023T1;91,91
De 30 a 34 años;Hombres;2022T4;91,07
De 30 a 34 años;Hombres;2022T3;91,03
De 30 a 34 años;Hombres;2022T2;91,04
De 30 a 34 años;Hombres;2022T1;91,2
De 30 a 34 años;Hombres;2021T4;90,06
De 30 a 34 años;Hombres;2021T3;91,49
De 30 a 34 años;Hombres;2021T2;91,59
De 30 a 34 años;Hombres;2021T1;90,3
De 30 a 34 años;Hombres;2020T4;91,1
De 30 a 34 años;Hombres;2020T3;91,05
De 30 a 34 años;Hombres;2020T2;88,08
De 30 a 34 años;Hombres;2020T1;91,61
De 30 a 34 años;Hombres;2019T4;92,42
De 30 a 34 años;Hombres;2019T3;92,72
De 30 a 34 años;Hombres;2019T2;93,22
De 30 a 34 años;Hombres;2019T1;92,96
De 30 a 34 años;Hombres;2018T4;93,3
De 30 a 34 años;Hombres;2018T3;93,17
De 30 a 34 años;Hombres;2018T2;93,22
De 30 a 34 años;Hombres;2018T1;93,54
De 30 a 34 años;Hombres;2017T4;93,7
De 30 a 34 años;Hombres;2017T3;93,04
De 30 a 34 años;Hombres;2017T2;93,34
De 30 a 34 años;Hombres;2017T1;93,25
De 30 a 34 años;Hombres;2016T4;94,28
De 30 a 34 años;Hombres;2016T3;94,72
De 30 a 34 años;Hombres;2016T2;94,29
De 30 a 34 años;Hombres;2016T1;94,84
De 30 a 34 años;Hombres;2015T4;94
De 30 a 34 años;Hombres;2015T3;94,78
De 30 a 34 años;Hombres;2015T2;95,47
De 30 a 34 años;Hombres;2015T1;94,82
De 30 a 34 años;Hombres;2014T4;94,97
De 30 a 34 años;Hombres;2014T3;94,18
De 30 a 34 años;Hombres;2014T2;94,49
De 30 a 34 años;Hombres;2014T1;94,08
De 30 a 34 años;Hombres;2013T4;95,04
De 30 a 34 años;Hombres;2013T3;94,14
De 30 a 34 años;Hombres;2013T2;93,93
De 30 a 34 años;Hombres;2013T1;94,39
De 30 a 34 años;Hombres;2012T4;94,76
De 30 a 34 años;Hombres;2012T3;94,65
De 30 a 34 años;Hombres;2012T2;94,9
De 30 a 34 años;Hombres;2012T1;94,43
De 30 a 34 años;Hombres;2011T4;94,5
De 30 a 34 años;Hombres;2011T3;94,65
De 30 a 34 años;Hombres;2011T2;94,36
De 30 a 34 años;Hombres;2011T1;94,59
De 30 a 34 años;Hombres;2010T4;94,72
De 30 a 34 años;Hombres;2010T3;94,6
De 30 a 34 años;Hombres;2010T2;94,95
De 30 a 34 años;Hombres;2010T1;94,57
De 30 a 34 años;Hombres;2009T4;94,02
De 30 a 34 años;Hombres;2009T3;93,65
De 30 a 34 años;Hombres;2009T2;94,54
De 30 a 34 años;Hombres;2009T1;94,61
De 30 a 34 años;Hombres;2008T4;95,17
De 30 a 34 años;Hombres;2008T3;94,63
De 30 a 34 años;Hombres;2008T2;94,92
De 30 a 34 años;Hombres;2008T1;95,01
De 30 a 34 años;Hombres;2007T4;95,05
De 30 a 34 años;Hombres;2007T3;94,3
De 30 a 34 años;Hombres;2007T2;94,12
De 30 a 34 años;Hombres;2007T1;94,22
De 30 a 34 años;Hombres;2006T4;94,16
De 30 a 34 años;Hombres;2006T3;93,87
De 30 a 34 años;Hombres;2006T2;94,21
De 30 a 34 años;Hombres;2006T1;94,54
De 30 a 34 años;Hombres;2005T4;94,59
De 30 a 34 años;Hombres;2005T3;94,33
De 30 a 34 años;Hombres;2005T2;94,86
De 30 a 34 años;Hombres;2005T1;94,13
De 30 a 34 años;Hombres;2004T4;94,93
De 30 a 34 años;Hombres;2004T3;94,74
De 30 a 34 años;Hombres;2004T2;95,2
De 30 a 34 años;Hombres;2004T1;94,73
De 30 a 34 años;Hombres;2003T4;95,11
De 30 a 34 años;Hombres;2003T3;94,98
De 30 a 34 años;Hombres;2003T2;94,87
De 30 a 34 años;Hombres;2003T1;94,6
De 30 a 34 años;Hombres;2002T4;94,57
De 30 a 34 años;Hombres;2002T3;94,9
De 30 a 34 años;Hombres;2002T2;94,59
De 30 a 34 años;Hombres;2002T1;94,41
De 30 a 34 años;Mujeres;2025T4;84,76
De 30 a 34 años;Mujeres;2025T3;84,2
De 30 a 34 años;Mujeres;2025T2;85,52
De 30 a 34 años;Mujeres;2025T1;84,8
De 30 a 34 años;Mujeres;2024T4;83,24
De 30 a 34 años;Mujeres;2024T3;83,38
De 30 a 34 años;Mujeres;2024T2;85,39
De 30 a 34 años;Mujeres;2024T1;84,86
De 30 a 34 años;Mujeres;2023T4;86,46
De 30 a 34 años;Mujeres;2023T3;85,86
De 30 a 34 años;Mujeres;2023T2;85,95
De 30 a 34 años;Mujeres;2023T1;85,3
De 30 a 34 años;Mujeres;2022T4;84,08
De 30 a 34 años;Mujeres;2022T3;85,25
De 30 a 34 años;Mujeres;2022T2;85,6
De 30 a 34 años;Mujeres;2022T1;84,77
De 30 a 34 años;Mujeres;2021T4;84,63
De 30 a 34 años;Mujeres;2021T3;84,35
De 30 a 34 años;Mujeres;2021T2;84,79
De 30 a 34 años;Mujeres;2021T1;83,81
De 30 a 34 años;Mujeres;2020T4;85,25
De 30 a 34 años;Mujeres;2020T3;83,84
De 30 a 34 años;Mujeres;2020T2;78,34
De 30 a 34 años;Mujeres;2020T1;83,27
De 30 a 34 años;Mujeres;2019T4;84,47
De 30 a 34 años;Mujeres;2019T3;84,24
De 30 a 34 años;Mujeres;2019T2;85,42
De 30 a 34 años;Mujeres;2019T1;84,23
De 30 a 34 años;Mujeres;2018T4;84,53
De 30 a 34 años;Mujeres;2018T3;84,54
De 30 a 34 años;Mujeres;2018T2;84,7
De 30 a 34 años;Mujeres;2018T1;82,79
De 30 a 34 años;Mujeres;2017T4;84,56
De 30 a 34 años;Mujeres;2017T3;83,32
De 30 a 34 años;Mujeres;2017T2;84,21
De 30 a 34 años;Mujeres;2017T1;84,7
De 30 a 34 años;Mujeres;2016T4;84,74
De 30 a 34 años;Mujeres;2016T3;85,07
De 30 a 34 años;Mujeres;2016T2;85,64
De 30 a 34 años;Mujeres;2016T1;86,11
De 30 a 34 años;Mujeres;2015T4;86,41
De 30 a 34 años;Mujeres;2015T3;85,65
De 30 a 34 años;Mujeres;2015T2;87,74
De 30 a 34 años;Mujeres;2015T1;88,02
De 30 a 34 años;Mujeres;2014T4;87,38
De 30 a 34 años;Mujeres;2014T3;86,64
De 30 a 34 años;Mujeres;2014T2;87,35
De 30 a 34 años;Mujeres;2014T1;88,37
De 30 a 34 años;Mujeres;2013T4;87,47
De 30 a 34 años;Mujeres;2013T3;86,46
De 30 a 34 años;Mujeres;2013T2;87,31
De 30 a 34 años;Mujeres;2013T1;87,31
De 30 a 34 años;Mujeres;2012T4;86,55
De 30 a 34 años;Mujeres;2012T3;85,85
De 30 a 34 años;Mujeres;2012T2;85,81
De 30 a 34 años;Mujeres;2012T1;85,76
De 30 a 34 años;Mujeres;2011T4;85,6
De 30 a 34 años;Mujeres;2011T3;84,81
De 30 a 34 años;Mujeres;2011T2;86,76
De 30 a 34 años;Mujeres;2011T1;85,4
De 30 a 34 años;Mujeres;2010T4;85,16
De 30 a 34 años;Mujeres;2010T3;84,72
De 30 a 34 años;Mujeres;2010T2;84,02
De 30 a 34 años;Mujeres;2010T1;83,73
De 30 a 34 años;Mujeres;2009T4;83,34
De 30 a 34 años;Mujeres;2009T3;82,81
De 30 a 34 años;Mujeres;2009T2;83,01
De 30 a 34 años;Mujeres;2009T1;83,34
De 30 a 34 años;Mujeres;2008T4;82,37
De 30 a 34 años;Mujeres;2008T3;81,46
De 30 a 34 años;Mujeres;2008T2;82,33
De 30 a 34 años;Mujeres;2008T1;81,36
De 30 a 34 años;Mujeres;2007T4;80,77
De 30 a 34 años;Mujeres;2007T3;79,57
De 30 a 34 años;Mujeres;2007T2;79,26
De 30 a 34 años;Mujeres;2007T1;79,54
De 30 a 34 años;Mujeres;2006T4;80,06
De 30 a 34 años;Mujeres;2006T3;77,98
De 30 a 34 años;Mujeres;2006T2;78,22
De 30 a 34 años;Mujeres;2006T1;77,91
De 30 a 34 años;Mujeres;2005T4;76,97
De 30 a 34 años;Mujeres;2005T3;75,76
De 30 a 34 años;Mujeres;2005T2;77,05
De 30 a 34 años;Mujeres;2005T1;75,67
De 30 a 34 años;Mujeres;2004T4;77,31
De 30 a 34 años;Mujeres;2004T3;76,37
De 30 a 34 años;Mujeres;2004T2;75,44
De 30 a 34 años;Mujeres;2004T1;75,38
De 30 a 34 años;Mujeres;2003T4;75,85
De 30 a 34 años;Mujeres;2003T3;74,18
De 30 a 34 años;Mujeres;2003T2;74,11
De 30 a 34 años;Mujeres;2003T1;73,98
De 30 a 34 años;Mujeres;2002T4;72,9
De 30 a 34 años;Mujeres;2002T3;72,16
De 30 a 34 años;Mujeres;2002T2;72,64
De 30 a 34 años;Mujeres;2002T1;71,84
De 35 a 39 años;Ambos sexos;2025T4;89,42
De 35 a 39 años;Ambos sexos;2025T3;88,02
De 35 a 39 años;Ambos sexos;2025T2;88,79
De 35 a 39 años;Ambos sexos;2025T1;89,33
De 35 a 39 años;Ambos sexos;2024T4;88,86
De 35 a 39 años;Ambos sexos;2024T3;89,17
De 35 a 39 años;Ambos sexos;2024T2;88,9
De 35 a 39 años;Ambos sexos;2024T1;88,37
De 35 a 39 años;Ambos sexos;2023T4;89,61
De 35 a 39 años;Ambos sexos;2023T3;89,79
De 35 a 39 años;Ambos sexos;2023T2;89,14
De 35 a 39 años;Ambos sexos;2023T1;89,07
De 35 a 39 años;Ambos sexos;2022T4;89,5
De 35 a 39 años;Ambos sexos;2022T3;88,94
De 35 a 39 años;Ambos sexos;2022T2;87,89
De 35 a 39 años;Ambos sexos;2022T1;88,62
De 35 a 39 años;Ambos sexos;2021T4;89,17
De 35 a 39 años;Ambos sexos;2021T3;89,07
De 35 a 39 años;Ambos sexos;2021T2;88,51
De 35 a 39 años;Ambos sexos;2021T1;88,19
De 35 a 39 años;Ambos sexos;2020T4;88,89
De 35 a 39 años;Ambos sexos;2020T3;87,83
De 35 a 39 años;Ambos sexos;2020T2;84,8
De 35 a 39 años;Ambos sexos;2020T1;88,98
De 35 a 39 años;Ambos sexos;2019T4;89,5
De 35 a 39 años;Ambos sexos;2019T3;88,94
De 35 a 39 años;Ambos sexos;2019T2;89,61
De 35 a 39 años;Ambos sexos;2019T1;89,5
De 35 a 39 años;Ambos sexos;2018T4;89,65
De 35 a 39 años;Ambos sexos;2018T3;88,89
De 35 a 39 años;Ambos sexos;2018T2;89,72
De 35 a 39 años;Ambos sexos;2018T1;89,57
De 35 a 39 años;Ambos sexos;2017T4;90,09
De 35 a 39 años;Ambos sexos;2017T3;90,19
De 35 a 39 años;Ambos sexos;2017T2;90,1
De 35 a 39 años;Ambos sexos;2017T1;90,74
De 35 a 39 años;Ambos sexos;2016T4;90,92
De 35 a 39 años;Ambos sexos;2016T3;90,66
De 35 a 39 años;Ambos sexos;2016T2;91,31
De 35 a 39 años;Ambos sexos;2016T1;91,2
De 35 a 39 años;Ambos sexos;2015T4;91,29
De 35 a 39 años;Ambos sexos;2015T3;90,33
De 35 a 39 años;Ambos sexos;2015T2;90,99
De 35 a 39 años;Ambos sexos;2015T1;90,41
De 35 a 39 años;Ambos sexos;2014T4;90,89
De 35 a 39 años;Ambos sexos;2014T3;90,42
De 35 a 39 años;Ambos sexos;2014T2;90,89
De 35 a 39 años;Ambos sexos;2014T1;90,53
De 35 a 39 años;Ambos sexos;2013T4;90,53
De 35 a 39 años;Ambos sexos;2013T3;89,95
De 35 a 39 años;Ambos sexos;2013T2;90,45
De 35 a 39 años;Ambos sexos;2013T1;90,8
De 35 a 39 años;Ambos sexos;2012T4;90,59
De 35 a 39 años;Ambos sexos;2012T3;89,87
De 35 a 39 años;Ambos sexos;2012T2;89,97
De 35 a 39 años;Ambos sexos;2012T1;90,11
De 35 a 39 años;Ambos sexos;2011T4;89,72
De 35 a 39 años;Ambos sexos;2011T3;89,14
De 35 a 39 años;Ambos sexos;2011T2;89,4
De 35 a 39 años;Ambos sexos;2011T1;89,38
De 35 a 39 años;Ambos sexos;2010T4;88,92
De 35 a 39 años;Ambos sexos;2010T3;88,35
De 35 a 39 años;Ambos sexos;2010T2;88,82
De 35 a 39 años;Ambos sexos;2010T1;87,88
De 35 a 39 años;Ambos sexos;2009T4;87,35
De 35 a 39 años;Ambos sexos;2009T3;86,8
De 35 a 39 años;Ambos sexos;2009T2;87,61
De 35 a 39 años;Ambos sexos;2009T1;87,38
De 35 a 39 años;Ambos sexos;2008T4;86,64
De 35 a 39 años;Ambos sexos;2008T3;85,7
De 35 a 39 años;Ambos sexos;2008T2;85,5
De 35 a 39 años;Ambos sexos;2008T1;86,01
De 35 a 39 años;Ambos sexos;2007T4;85,43
De 35 a 39 años;Ambos sexos;2007T3;84,39
De 35 a 39 años;Ambos sexos;2007T2;85,19
De 35 a 39 años;Ambos sexos;2007T1;85,08
De 35 a 39 años;Ambos sexos;2006T4;85,06
De 35 a 39 años;Ambos sexos;2006T3;84,26
De 35 a 39 años;Ambos sexos;2006T2;85,13
De 35 a 39 años;Ambos sexos;2006T1;84,51
De 35 a 39 años;Ambos sexos;2005T4;83,77
De 35 a 39 años;Ambos sexos;2005T3;82,96
De 35 a 39 años;Ambos sexos;2005T2;82,91
De 35 a 39 años;Ambos sexos;2005T1;83,13
De 35 a 39 años;Ambos sexos;2004T4;83,87
De 35 a 39 años;Ambos sexos;2004T3;82,85
De 35 a 39 años;Ambos sexos;2004T2;82,94
De 35 a 39 años;Ambos sexos;2004T1;82,82
De 35 a 39 años;Ambos sexos;2003T4;82,44
De 35 a 39 años;Ambos sexos;2003T3;81,67
De 35 a 39 años;Ambos sexos;2003T2;82,16
De 35 a 39 años;Ambos sexos;2003T1;81,78
De 35 a 39 años;Ambos sexos;2002T4;80,9
De 35 a 39 años;Ambos sexos;2002T3;80,73
De 35 a 39 años;Ambos sexos;2002T2;80,85
De 35 a 39 años;Ambos sexos;2002T1;79,76
De 35 a 39 años;Hombres;2025T4;93,9
De 35 a 39 años;Hombres;2025T3;91,67
De 35 a 39 años;Hombres;2025T2;93
De 35 a 39 años;Hombres;2025T1;93,85
De 35 a 39 años;Hombres;2024T4;93,97
De 35 a 39 años;Hombres;2024T3;94,09
De 35 a 39 años;Hombres;2024T2;93,62
De 35 a 39 años;Hombres;2024T1;93,08
De 35 a 39 años;Hombres;2023T4;93,71
De 35 a 39 años;Hombres;2023T3;94,42
De 35 a 39 años;Hombres;2023T2;92,87
De 35 a 39 años;Hombres;2023T1;93,02
De 35 a 39 años;Hombres;2022T4;93,07
De 35 a 39 años;Hombres;2022T3;93,56
De 35 a 39 años;Hombres;2022T2;92,23
De 35 a 39 años;Hombres;2022T1;92,89
De 35 a 39 años;Hombres;2021T4;93,11
De 35 a 39 años;Hombres;2021T3;93,83
De 35 a 39 años;Hombres;2021T2;92,6
De 35 a 39 años;Hombres;2021T1;92,45
De 35 a 39 años;Hombres;2020T4;93,84
De 35 a 39 años;Hombres;2020T3;92,89
De 35 a 39 años;Hombres;2020T2;90,3
De 35 a 39 años;Hombres;2020T1;93,31
De 35 a 39 años;Hombres;2019T4;93,38
De 35 a 39 años;Hombres;2019T3;93,7
De 35 a 39 años;Hombres;2019T2;94,67
De 35 a 39 años;Hombres;2019T1;93,93
De 35 a 39 años;Hombres;2018T4;94,68
De 35 a 39 años;Hombres;2018T3;94,55
De 35 a 39 años;Hombres;2018T2;94,47
De 35 a 39 años;Hombres;2018T1;94,15
De 35 a 39 años;Hombres;2017T4;94,58
De 35 a 39 años;Hombres;2017T3;95,06
De 35 a 39 años;Hombres;2017T2;94,67
De 35 a 39 años;Hombres;2017T1;95,42
De 35 a 39 años;Hombres;2016T4;95,46
De 35 a 39 años;Hombres;2016T3;95,41
De 35 a 39 años;Hombres;2016T2;95
De 35 a 39 años;Hombres;2016T1;95,41
De 35 a 39 años;Hombres;2015T4;95,39
De 35 a 39 años;Hombres;2015T3;94,95
De 35 a 39 años;Hombres;2015T2;95,46
De 35 a 39 años;Hombres;2015T1;95,09
De 35 a 39 años;Hombres;2014T4;95,47
De 35 a 39 años;Hombres;2014T3;95,2
De 35 a 39 años;Hombres;2014T2;95,54
De 35 a 39 años;Hombres;2014T1;94,73
De 35 a 39 años;Hombres;2013T4;94,98
De 35 a 39 años;Hombres;2013T3;95,3
De 35 a 39 años;Hombres;2013T2;94,93
De 35 a 39 años;Hombres;2013T1;95,38
De 35 a 39 años;Hombres;2012T4;95
De 35 a 39 años;Hombres;2012T3;94,93
De 35 a 39 años;Hombres;2012T2;94,92
De 35 a 39 años;Hombres;2012T1;94,76
De 35 a 39 años;Hombres;2011T4;95,12
De 35 a 39 años;Hombres;2011T3;95,21
De 35 a 39 años;Hombres;2011T2;94,97
De 35 a 39 años;Hombres;2011T1;95,13
De 35 a 39 años;Hombres;2010T4;94,84
De 35 a 39 años;Hombres;2010T3;95,08
De 35 a 39 años;Hombres;2010T2;94,89
De 35 a 39 años;Hombres;2010T1;94,39
De 35 a 39 años;Hombres;2009T4;94,22
De 35 a 39 años;Hombres;2009T3;93,72
De 35 a 39 años;Hombres;2009T2;94,38
De 35 a 39 años;Hombres;2009T1;94,18
De 35 a 39 años;Hombres;2008T4;93,81
De 35 a 39 años;Hombres;2008T3;94,13
De 35 a 39 años;Hombres;2008T2;94,43
De 35 a 39 años;Hombres;2008T1;95,04
De 35 a 39 años;Hombres;2007T4;94,47
De 35 a 39 años;Hombres;2007T3;94,79
De 35 a 39 años;Hombres;2007T2;95,05
De 35 a 39 años;Hombres;2007T1;94,73
De 35 a 39 años;Hombres;2006T4;94,51
De 35 a 39 años;Hombres;2006T3;94,93
De 35 a 39 años;Hombres;2006T2;95,72
De 35 a 39 años;Hombres;2006T1;94,98
De 35 a 39 años;Hombres;2005T4;94,54
De 35 a 39 años;Hombres;2005T3;94,64
De 35 a 39 años;Hombres;2005T2;95,08
De 35 a 39 años;Hombres;2005T1;94,65
De 35 a 39 años;Hombres;2004T4;95,11
De 35 a 39 años;Hombres;2004T3;94,76
De 35 a 39 años;Hombres;2004T2;94,86
De 35 a 39 años;Hombres;2004T1;94,96
De 35 a 39 años;Hombres;2003T4;95,02
De 35 a 39 años;Hombres;2003T3;94,57
De 35 a 39 años;Hombres;2003T2;95,29
De 35 a 39 años;Hombres;2003T1;94,88
De 35 a 39 años;Hombres;2002T4;94,68
De 35 a 39 años;Hombres;2002T3;94,76
De 35 a 39 años;Hombres;2002T2;95,34
De 35 a 39 años;Hombres;2002T1;94,64
De 35 a 39 años;Mujeres;2025T4;84,91
De 35 a 39 años;Mujeres;2025T3;84,36
De 35 a 39 años;Mujeres;2025T2;84,58
De 35 a 39 años;Mujeres;2025T1;84,81
De 35 a 39 años;Mujeres;2024T4;83,75
De 35 a 39 años;Mujeres;2024T3;84,25
De 35 a 39 años;Mujeres;2024T2;84,21
De 35 a 39 años;Mujeres;2024T1;83,7
De 35 a 39 años;Mujeres;2023T4;85,54
De 35 a 39 años;Mujeres;2023T3;85,2
De 35 a 39 años;Mujeres;2023T2;85,44
De 35 a 39 años;Mujeres;2023T1;85,15
De 35 a 39 años;Mujeres;2022T4;85,96
De 35 a 39 años;Mujeres;2022T3;84,35
De 35 a 39 años;Mujeres;2022T2;83,59
De 35 a 39 años;Mujeres;2022T1;84,36
De 35 a 39 años;Mujeres;2021T4;85,25
De 35 a 39 años;Mujeres;2021T3;84,32
De 35 a 39 años;Mujeres;2021T2;84,43
De 35 a 39 años;Mujeres;2021T1;83,94
De 35 a 39 años;Mujeres;2020T4;84,01
De 35 a 39 años;Mujeres;2020T3;82,85
De 35 a 39 años;Mujeres;2020T2;79,37
De 35 a 39 años;Mujeres;2020T1;84,7
De 35 a 39 años;Mujeres;2019T4;85,65
De 35 a 39 años;Mujeres;2019T3;84,24
De 35 a 39 años;Mujeres;2019T2;84,59
De 35 a 39 años;Mujeres;2019T1;85,1
De 35 a 39 años;Mujeres;2018T4;84,65
De 35 a 39 años;Mujeres;2018T3;83,25
De 35 a 39 años;Mujeres;2018T2;84,97
De 35 a 39 años;Mujeres;2018T1;84,98
De 35 a 39 años;Mujeres;2017T4;85,58
De 35 a 39 años;Mujeres;2017T3;85,29
De 35 a 39 años;Mujeres;2017T2;85,5
De 35 a 39 años;Mujeres;2017T1;86,01
De 35 a 39 años;Mujeres;2016T4;86,31
De 35 a 39 años;Mujeres;2016T3;85,84
De 35 a 39 años;Mujeres;2016T2;87,55
De 35 a 39 años;Mujeres;2016T1;86,9
De 35 a 39 años;Mujeres;2015T4;87,1
De 35 a 39 años;Mujeres;2015T3;85,58
De 35 a 39 años;Mujeres;2015T2;86,38
De 35 a 39 años;Mujeres;2015T1;85,59
De 35 a 39 años;Mujeres;2014T4;86,17
De 35 a 39 años;Mujeres;2014T3;85,48
De 35 a 39 años;Mujeres;2014T2;86,06
De 35 a 39 años;Mujeres;2014T1;86,18
De 35 a 39 años;Mujeres;2013T4;85,9
De 35 a 39 años;Mujeres;2013T3;84,37
De 35 a 39 años;Mujeres;2013T2;85,76
De 35 a 39 años;Mujeres;2013T1;86
De 35 a 39 años;Mujeres;2012T4;85,95
De 35 a 39 años;Mujeres;2012T3;84,55
De 35 a 39 años;Mujeres;2012T2;84,74
De 35 a 39 años;Mujeres;2012T1;85,2
De 35 a 39 años;Mujeres;2011T4;84
De 35 a 39 años;Mujeres;2011T3;82,7
De 35 a 39 años;Mujeres;2011T2;83,51
De 35 a 39 años;Mujeres;2011T1;83,28
De 35 a 39 años;Mujeres;2010T4;82,64
De 35 a 39 años;Mujeres;2010T3;81,2
De 35 a 39 años;Mujeres;2010T2;82,36
De 35 a 39 años;Mujeres;2010T1;80,96
De 35 a 39 años;Mujeres;2009T4;80,03
De 35 a 39 años;Mujeres;2009T3;79,43
De 35 a 39 años;Mujeres;2009T2;80,39
De 35 a 39 años;Mujeres;2009T1;80,13
De 35 a 39 años;Mujeres;2008T4;79
De 35 a 39 años;Mujeres;2008T3;76,72
De 35 a 39 años;Mujeres;2008T2;76
De 35 a 39 años;Mujeres;2008T1;76,4
De 35 a 39 años;Mujeres;2007T4;75,82
De 35 a 39 años;Mujeres;2007T3;73,35
De 35 a 39 años;Mujeres;2007T2;74,75
De 35 a 39 años;Mujeres;2007T1;74,89
De 35 a 39 años;Mujeres;2006T4;75,12
De 35 a 39 años;Mujeres;2006T3;73,03
De 35 a 39 años;Mujeres;2006T2;74
De 35 a 39 años;Mujeres;2006T1;73,53
De 35 a 39 años;Mujeres;2005T4;72,5
De 35 a 39 años;Mujeres;2005T3;70,75
De 35 a 39 años;Mujeres;2005T2;70,21
De 35 a 39 años;Mujeres;2005T1;71,15
De 35 a 39 años;Mujeres;2004T4;72,22
De 35 a 39 años;Mujeres;2004T3;70,55
De 35 a 39 años;Mujeres;2004T2;70,65
De 35 a 39 años;Mujeres;2004T1;70,32
De 35 a 39 años;Mujeres;2003T4;69,53
De 35 a 39 años;Mujeres;2003T3;68,44
De 35 a 39 años;Mujeres;2003T2;68,72
De 35 a 39 años;Mujeres;2003T1;68,39
De 35 a 39 años;Mujeres;2002T4;66,86
De 35 a 39 años;Mujeres;2002T3;66,45
De 35 a 39 años;Mujeres;2002T2;66,13
De 35 a 39 años;Mujeres;2002T1;64,68
De 40 a 44 años;Ambos sexos;2025T4;90,31
De 40 a 44 años;Ambos sexos;2025T3;89,98
De 40 a 44 años;Ambos sexos;2025T2;90,1
De 40 a 44 años;Ambos sexos;2025T1;89,28
De 40 a 44 años;Ambos sexos;2024T4;88,77
De 40 a 44 años;Ambos sexos;2024T3;89,19
De 40 a 44 años;Ambos sexos;2024T2;89,42
De 40 a 44 años;Ambos sexos;2024T1;89,59
