Ocupación CNO-11;Sexo;Unidad;Periodo;Total
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Valor absoluto;2018T2;13,7
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Valor absoluto;2018T1;15,2
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Valor absoluto;2017T4;16,8
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Valor absoluto;2017T3;13,6
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Valor absoluto;2017T2;10,3
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Valor absoluto;2017T1;13,2
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Valor absoluto;2016T4;13
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Valor absoluto;2016T3;15,7
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Valor absoluto;2016T2;12,1
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Valor absoluto;2016T1;13,5
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Valor absoluto;2015T4;16,7
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Valor absoluto;2015T3;13,1
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Valor absoluto;2015T2;10,6
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Valor absoluto;2015T1;15,5
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Valor absoluto;2014T4;12,5
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Valor absoluto;2014T3;12,6
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Valor absoluto;2014T2;11,3
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Valor absoluto;2014T1;14
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Valor absoluto;2013T4;12,4
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Valor absoluto;2013T3;10,6
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Valor absoluto;2013T2;15,7
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Valor absoluto;2013T1;14,3
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Valor absoluto;2012T4;13,4
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Valor absoluto;2012T3;15,2
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Valor absoluto;2012T2;11,9
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Valor absoluto;2012T1;13,5
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Valor absoluto;2011T4;16,1
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Valor absoluto;2011T3;16,7
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Valor absoluto;2011T2;14,9
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Valor absoluto;2011T1;18
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2025T4;0,4
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2025T3;0,3
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2025T2;0,3
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2025T1;0,2
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2024T4;0,2
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2024T3;0,3
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2024T2;0,4
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2024T1;0,3
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2023T4;0,4
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2023T3;0,5
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2023T2;0,5
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2023T1;0,4
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2022T4;0,4
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2022T3;0,3
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2022T2;0,3
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2022T1;0,4
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2021T4;0,3
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2021T3;0,3
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2021T2;0,2
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2021T1;0,4
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2020T4;0,3
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2020T3;0,3
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2020T2;0,6
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2020T1;0,4
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2019T4;0,4
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2019T3;0,4
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2019T2;0,3
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2019T1;0,3
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2018T4;0,3
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2018T3;0,3
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2018T2;0,2
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2018T1;0,2
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2017T4;0,3
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2017T3;0,2
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2017T2;0,2
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2017T1;0,2
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2016T4;0,2
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2016T3;0,3
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2016T2;0,2
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2016T1;0,2
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2015T4;0,3
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2015T3;0,2
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2015T2;0,2
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2015T1;0,3
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2014T4;0,2
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2014T3;0,2
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2014T2;0,2
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2014T1;0,2
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2013T4;0,2
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2013T3;0,2
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2013T2;0,3
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2013T1;0,2
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2012T4;0,2
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2012T3;0,3
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2012T2;0,2
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2012T1;0,2
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2011T4;0,3
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2011T3;0,3
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2011T2;0,3
8 Operadores de instalaciones y maquinaria, y montadores;Mujeres;Porcentaje;2011T1;0,3
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2025T4;409,6
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2025T3;393,4
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2025T2;386,2
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2025T1;402
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2024T4;373,7
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2024T3;419,3
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2024T2;411
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2024T1;418,7
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2023T4;405
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2023T3;403,6
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2023T2;389
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2023T1;423,2
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2022T4;418
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2022T3;382,1
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2022T2;369,3
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2022T1;400,4
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2021T4;370,3
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2021T3;387,4
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2021T2;361,4
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2021T1;432,9
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2020T4;393,7
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2020T3;446,8
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2020T2;635,8
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2020T1;405,4
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2019T4;370,9
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2019T3;385,4
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2019T2;345,5
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2019T1;372,7
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2018T4;356,3
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2018T3;349,5
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2018T2;322,5
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2018T1;322,8
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2017T4;304,3
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2017T3;323,7
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2017T2;312,2
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2017T1;318,3
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2016T4;297,8
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2016T3;292
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2016T2;272,9
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2016T1;293,1
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2015T4;268
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2015T3;272
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2015T2;243,6
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2015T1;265,1
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2014T4;275,4
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2014T3;286,1
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2014T2;285,7
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2014T1;297,3
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2013T4;266,9
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2013T3;309,5
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2013T2;273,5
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2013T1;283,4
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2012T4;266
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2012T3;295,2
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2012T2;317,2
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2012T1;305,4
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2011T4;318,5
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2011T3;326,1
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2011T2;309,2
9 Ocupaciones elementales;Ambos sexos;Valor absoluto;2011T1;313,5
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2025T4;3,3
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2025T3;3,2
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2025T2;3,1
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2025T1;3,2
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2024T4;3
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2024T3;3,4
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2024T2;3,4
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2024T1;3,4
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2023T4;3,3
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2023T3;3,3
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2023T2;3,2
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2023T1;3,5
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2022T4;3,5
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2022T3;3,2
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2022T2;3,1
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2022T1;3,4
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2021T4;3,1
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2021T3;3,3
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2021T2;3
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2021T1;3,6
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2020T4;3,2
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2020T3;3,6
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2020T2;4,8
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2020T1;3,3
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2019T4;3,1
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2019T3;3,2
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2019T2;2,9
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2019T1;3,1
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2018T4;3
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2018T3;3
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2018T2;2,8
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2018T1;2,8
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2017T4;2,6
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2017T3;2,8
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2017T2;2,7
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2017T1;2,8
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2016T4;2,6
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2016T3;2,6
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2016T2;2,4
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2016T1;2,6
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2015T4;2,4
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2015T3;2,4
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2015T2;2,2
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2015T1;2,4
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2014T4;2,5
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2014T3;2,6
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2014T2;2,6
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2014T1;2,7
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2013T4;2,4
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2013T3;2,8
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2013T2;2,5
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2013T1;2,6
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2012T4;2,4
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2012T3;2,7
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2012T2;2,9
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2012T1;2,8
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2011T4;2,9
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2011T3;3
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2011T2;2,8
9 Ocupaciones elementales;Ambos sexos;Porcentaje;2011T1;2,8
9 Ocupaciones elementales;Hombres;Valor absoluto;2025T4;160,1
9 Ocupaciones elementales;Hombres;Valor absoluto;2025T3;152,8
9 Ocupaciones elementales;Hombres;Valor absoluto;2025T2;154,3
9 Ocupaciones elementales;Hombres;Valor absoluto;2025T1;152,3
9 Ocupaciones elementales;Hombres;Valor absoluto;2024T4;131,5
9 Ocupaciones elementales;Hombres;Valor absoluto;2024T3;153,1
9 Ocupaciones elementales;Hombres;Valor absoluto;2024T2;154,6
9 Ocupaciones elementales;Hombres;Valor absoluto;2024T1;161,3
9 Ocupaciones elementales;Hombres;Valor absoluto;2023T4;145,6
9 Ocupaciones elementales;Hombres;Valor absoluto;2023T3;161,6
9 Ocupaciones elementales;Hombres;Valor absoluto;2023T2;145,8
9 Ocupaciones elementales;Hombres;Valor absoluto;2023T1;164,6
9 Ocupaciones elementales;Hombres;Valor absoluto;2022T4;156,4
9 Ocupaciones elementales;Hombres;Valor absoluto;2022T3;135,4
9 Ocupaciones elementales;Hombres;Valor absoluto;2022T2;141,4
9 Ocupaciones elementales;Hombres;Valor absoluto;2022T1;148
9 Ocupaciones elementales;Hombres;Valor absoluto;2021T4;151,5
9 Ocupaciones elementales;Hombres;Valor absoluto;2021T3;143,7
9 Ocupaciones elementales;Hombres;Valor absoluto;2021T2;138,3
9 Ocupaciones elementales;Hombres;Valor absoluto;2021T1;169,4
9 Ocupaciones elementales;Hombres;Valor absoluto;2020T4;141,4
9 Ocupaciones elementales;Hombres;Valor absoluto;2020T3;151,3
9 Ocupaciones elementales;Hombres;Valor absoluto;2020T2;241,3
9 Ocupaciones elementales;Hombres;Valor absoluto;2020T1;152,2
9 Ocupaciones elementales;Hombres;Valor absoluto;2019T4;121,1
9 Ocupaciones elementales;Hombres;Valor absoluto;2019T3;129,7
9 Ocupaciones elementales;Hombres;Valor absoluto;2019T2;118,9
9 Ocupaciones elementales;Hombres;Valor absoluto;2019T1;130,7
9 Ocupaciones elementales;Hombres;Valor absoluto;2018T4;118
9 Ocupaciones elementales;Hombres;Valor absoluto;2018T3;117,2
9 Ocupaciones elementales;Hombres;Valor absoluto;2018T2;101,8
9 Ocupaciones elementales;Hombres;Valor absoluto;2018T1;108
9 Ocupaciones elementales;Hombres;Valor absoluto;2017T4;102,9
9 Ocupaciones elementales;Hombres;Valor absoluto;2017T3;118,8
9 Ocupaciones elementales;Hombres;Valor absoluto;2017T2;111,1
9 Ocupaciones elementales;Hombres;Valor absoluto;2017T1;112,6
9 Ocupaciones elementales;Hombres;Valor absoluto;2016T4;111,8
9 Ocupaciones elementales;Hombres;Valor absoluto;2016T3;101,2
9 Ocupaciones elementales;Hombres;Valor absoluto;2016T2;99,3
9 Ocupaciones elementales;Hombres;Valor absoluto;2016T1;96,5
9 Ocupaciones elementales;Hombres;Valor absoluto;2015T4;91,2
9 Ocupaciones elementales;Hombres;Valor absoluto;2015T3;89,8
9 Ocupaciones elementales;Hombres;Valor absoluto;2015T2;90,2
9 Ocupaciones elementales;Hombres;Valor absoluto;2015T1;91,6
9 Ocupaciones elementales;Hombres;Valor absoluto;2014T4;97,6
9 Ocupaciones elementales;Hombres;Valor absoluto;2014T3;89,2
9 Ocupaciones elementales;Hombres;Valor absoluto;2014T2;94,5
9 Ocupaciones elementales;Hombres;Valor absoluto;2014T1;99,2
9 Ocupaciones elementales;Hombres;Valor absoluto;2013T4;79,4
9 Ocupaciones elementales;Hombres;Valor absoluto;2013T3;89,4
9 Ocupaciones elementales;Hombres;Valor absoluto;2013T2;92
9 Ocupaciones elementales;Hombres;Valor absoluto;2013T1;91
9 Ocupaciones elementales;Hombres;Valor absoluto;2012T4;91,2
9 Ocupaciones elementales;Hombres;Valor absoluto;2012T3;103,2
9 Ocupaciones elementales;Hombres;Valor absoluto;2012T2;107,1
9 Ocupaciones elementales;Hombres;Valor absoluto;2012T1;105,4
9 Ocupaciones elementales;Hombres;Valor absoluto;2011T4;112,9
9 Ocupaciones elementales;Hombres;Valor absoluto;2011T3;106,3
9 Ocupaciones elementales;Hombres;Valor absoluto;2011T2;114,1
9 Ocupaciones elementales;Hombres;Valor absoluto;2011T1;105,4
9 Ocupaciones elementales;Hombres;Porcentaje;2025T4;2,7
9 Ocupaciones elementales;Hombres;Porcentaje;2025T3;2,6
9 Ocupaciones elementales;Hombres;Porcentaje;2025T2;2,7
9 Ocupaciones elementales;Hombres;Porcentaje;2025T1;2,6
9 Ocupaciones elementales;Hombres;Porcentaje;2024T4;2,3
9 Ocupaciones elementales;Hombres;Porcentaje;2024T3;2,7
9 Ocupaciones elementales;Hombres;Porcentaje;2024T2;2,7
9 Ocupaciones elementales;Hombres;Porcentaje;2024T1;2,8
9 Ocupaciones elementales;Hombres;Porcentaje;2023T4;2,5
9 Ocupaciones elementales;Hombres;Porcentaje;2023T3;2,9
9 Ocupaciones elementales;Hombres;Porcentaje;2023T2;2,6
9 Ocupaciones elementales;Hombres;Porcentaje;2023T1;2,9
9 Ocupaciones elementales;Hombres;Porcentaje;2022T4;2,8
9 Ocupaciones elementales;Hombres;Porcentaje;2022T3;2,5
9 Ocupaciones elementales;Hombres;Porcentaje;2022T2;2,6
9 Ocupaciones elementales;Hombres;Porcentaje;2022T1;2,7
9 Ocupaciones elementales;Hombres;Porcentaje;2021T4;2,7
9 Ocupaciones elementales;Hombres;Porcentaje;2021T3;2,6
9 Ocupaciones elementales;Hombres;Porcentaje;2021T2;2,5
9 Ocupaciones elementales;Hombres;Porcentaje;2021T1;3
9 Ocupaciones elementales;Hombres;Porcentaje;2020T4;2,5
9 Ocupaciones elementales;Hombres;Porcentaje;2020T3;2,6
9 Ocupaciones elementales;Hombres;Porcentaje;2020T2;3,9
9 Ocupaciones elementales;Hombres;Porcentaje;2020T1;2,7
9 Ocupaciones elementales;Hombres;Porcentaje;2019T4;2,2
9 Ocupaciones elementales;Hombres;Porcentaje;2019T3;2,3
9 Ocupaciones elementales;Hombres;Porcentaje;2019T2;2,2
9 Ocupaciones elementales;Hombres;Porcentaje;2019T1;2,4
9 Ocupaciones elementales;Hombres;Porcentaje;2018T4;2,2
9 Ocupaciones elementales;Hombres;Porcentaje;2018T3;2,2
9 Ocupaciones elementales;Hombres;Porcentaje;2018T2;1,9
9 Ocupaciones elementales;Hombres;Porcentaje;2018T1;2
9 Ocupaciones elementales;Hombres;Porcentaje;2017T4;1,9
9 Ocupaciones elementales;Hombres;Porcentaje;2017T3;2,2
9 Ocupaciones elementales;Hombres;Porcentaje;2017T2;2,1
9 Ocupaciones elementales;Hombres;Porcentaje;2017T1;2,1
9 Ocupaciones elementales;Hombres;Porcentaje;2016T4;2,1
9 Ocupaciones elementales;Hombres;Porcentaje;2016T3;1,9
9 Ocupaciones elementales;Hombres;Porcentaje;2016T2;1,9
9 Ocupaciones elementales;Hombres;Porcentaje;2016T1;1,8
9 Ocupaciones elementales;Hombres;Porcentaje;2015T4;1,7
9 Ocupaciones elementales;Hombres;Porcentaje;2015T3;1,7
9 Ocupaciones elementales;Hombres;Porcentaje;2015T2;1,8
9 Ocupaciones elementales;Hombres;Porcentaje;2015T1;1,8
9 Ocupaciones elementales;Hombres;Porcentaje;2014T4;1,9
9 Ocupaciones elementales;Hombres;Porcentaje;2014T3;1,7
9 Ocupaciones elementales;Hombres;Porcentaje;2014T2;1,8
9 Ocupaciones elementales;Hombres;Porcentaje;2014T1;1,9
9 Ocupaciones elementales;Hombres;Porcentaje;2013T4;1,5
9 Ocupaciones elementales;Hombres;Porcentaje;2013T3;1,7
9 Ocupaciones elementales;Hombres;Porcentaje;2013T2;1,8
9 Ocupaciones elementales;Hombres;Porcentaje;2013T1;1,8
9 Ocupaciones elementales;Hombres;Porcentaje;2012T4;1,8
9 Ocupaciones elementales;Hombres;Porcentaje;2012T3;2
9 Ocupaciones elementales;Hombres;Porcentaje;2012T2;2,1
9 Ocupaciones elementales;Hombres;Porcentaje;2012T1;2,1
9 Ocupaciones elementales;Hombres;Porcentaje;2011T4;2,2
9 Ocupaciones elementales;Hombres;Porcentaje;2011T3;2,1
9 Ocupaciones elementales;Hombres;Porcentaje;2011T2;2,3
9 Ocupaciones elementales;Hombres;Porcentaje;2011T1;2,1
9 Ocupaciones elementales;Mujeres;Valor absoluto;2025T4;249,5
9 Ocupaciones elementales;Mujeres;Valor absoluto;2025T3;240,6
9 Ocupaciones elementales;Mujeres;Valor absoluto;2025T2;231,9
9 Ocupaciones elementales;Mujeres;Valor absoluto;2025T1;249,7
9 Ocupaciones elementales;Mujeres;Valor absoluto;2024T4;242,1
9 Ocupaciones elementales;Mujeres;Valor absoluto;2024T3;266,1
9 Ocupaciones elementales;Mujeres;Valor absoluto;2024T2;256,4
9 Ocupaciones elementales;Mujeres;Valor absoluto;2024T1;257,3
9 Ocupaciones elementales;Mujeres;Valor absoluto;2023T4;259,5
9 Ocupaciones elementales;Mujeres;Valor absoluto;2023T3;242
9 Ocupaciones elementales;Mujeres;Valor absoluto;2023T2;243,2
9 Ocupaciones elementales;Mujeres;Valor absoluto;2023T1;258,6
9 Ocupaciones elementales;Mujeres;Valor absoluto;2022T4;261,6
9 Ocupaciones elementales;Mujeres;Valor absoluto;2022T3;246,7
9 Ocupaciones elementales;Mujeres;Valor absoluto;2022T2;227,9
9 Ocupaciones elementales;Mujeres;Valor absoluto;2022T1;252,4
9 Ocupaciones elementales;Mujeres;Valor absoluto;2021T4;218,8
9 Ocupaciones elementales;Mujeres;Valor absoluto;2021T3;243,6
9 Ocupaciones elementales;Mujeres;Valor absoluto;2021T2;223,1
9 Ocupaciones elementales;Mujeres;Valor absoluto;2021T1;263,5
9 Ocupaciones elementales;Mujeres;Valor absoluto;2020T4;252,2
9 Ocupaciones elementales;Mujeres;Valor absoluto;2020T3;295,5
9 Ocupaciones elementales;Mujeres;Valor absoluto;2020T2;394,5
9 Ocupaciones elementales;Mujeres;Valor absoluto;2020T1;253,2
9 Ocupaciones elementales;Mujeres;Valor absoluto;2019T4;249,8
9 Ocupaciones elementales;Mujeres;Valor absoluto;2019T3;255,7
9 Ocupaciones elementales;Mujeres;Valor absoluto;2019T2;226,6
9 Ocupaciones elementales;Mujeres;Valor absoluto;2019T1;242
9 Ocupaciones elementales;Mujeres;Valor absoluto;2018T4;238,3
9 Ocupaciones elementales;Mujeres;Valor absoluto;2018T3;232,4
9 Ocupaciones elementales;Mujeres;Valor absoluto;2018T2;220,7
9 Ocupaciones elementales;Mujeres;Valor absoluto;2018T1;214,7
9 Ocupaciones elementales;Mujeres;Valor absoluto;2017T4;201,3
