Nivel de formación alcanzado;Sexo;Unidad;Periodo;Total
Primera etapa de Educación Secundaria y similar;Hombres;Porcentaje;2016T2;42
Primera etapa de Educación Secundaria y similar;Hombres;Porcentaje;2016T1;42,7
Primera etapa de Educación Secundaria y similar;Hombres;Porcentaje;2015T4;42,5
Primera etapa de Educación Secundaria y similar;Hombres;Porcentaje;2015T3;39,3
Primera etapa de Educación Secundaria y similar;Hombres;Porcentaje;2015T2;42,3
Primera etapa de Educación Secundaria y similar;Hombres;Porcentaje;2015T1;42,9
Primera etapa de Educación Secundaria y similar;Hombres;Porcentaje;2014T4;39,1
Primera etapa de Educación Secundaria y similar;Hombres;Porcentaje;2014T3;40,3
Primera etapa de Educación Secundaria y similar;Hombres;Porcentaje;2014T2;40,9
Primera etapa de Educación Secundaria y similar;Hombres;Porcentaje;2014T1;39,7
Primera etapa de Educación Secundaria y similar;Mujeres;Valor absoluto;2025T4;27,8
Primera etapa de Educación Secundaria y similar;Mujeres;Valor absoluto;2025T3;58,9
Primera etapa de Educación Secundaria y similar;Mujeres;Valor absoluto;2025T2;46,2
Primera etapa de Educación Secundaria y similar;Mujeres;Valor absoluto;2025T1;32,4
Primera etapa de Educación Secundaria y similar;Mujeres;Valor absoluto;2024T4;36,3
Primera etapa de Educación Secundaria y similar;Mujeres;Valor absoluto;2024T3;51,3
Primera etapa de Educación Secundaria y similar;Mujeres;Valor absoluto;2024T2;52,7
Primera etapa de Educación Secundaria y similar;Mujeres;Valor absoluto;2024T1;46,2
Primera etapa de Educación Secundaria y similar;Mujeres;Valor absoluto;2023T4;44,4
Primera etapa de Educación Secundaria y similar;Mujeres;Valor absoluto;2023T3;48
Primera etapa de Educación Secundaria y similar;Mujeres;Valor absoluto;2023T2;43,2
Primera etapa de Educación Secundaria y similar;Mujeres;Valor absoluto;2023T1;49,6
Primera etapa de Educación Secundaria y similar;Mujeres;Valor absoluto;2022T4;49
Primera etapa de Educación Secundaria y similar;Mujeres;Valor absoluto;2022T3;58,7
Primera etapa de Educación Secundaria y similar;Mujeres;Valor absoluto;2022T2;54,3
Primera etapa de Educación Secundaria y similar;Mujeres;Valor absoluto;2022T1;50,3
Primera etapa de Educación Secundaria y similar;Mujeres;Valor absoluto;2021T4;51,6
Primera etapa de Educación Secundaria y similar;Mujeres;Valor absoluto;2021T3;52,1
Primera etapa de Educación Secundaria y similar;Mujeres;Valor absoluto;2021T2;61,1
Primera etapa de Educación Secundaria y similar;Mujeres;Valor absoluto;2021T1;56,9
Primera etapa de Educación Secundaria y similar;Mujeres;Valor absoluto;2020T4;50,3
Primera etapa de Educación Secundaria y similar;Mujeres;Valor absoluto;2020T3;52,7
Primera etapa de Educación Secundaria y similar;Mujeres;Valor absoluto;2020T2;33,4
Primera etapa de Educación Secundaria y similar;Mujeres;Valor absoluto;2020T1;49,5
Primera etapa de Educación Secundaria y similar;Mujeres;Valor absoluto;2019T4;54,1
Primera etapa de Educación Secundaria y similar;Mujeres;Valor absoluto;2019T3;52
Primera etapa de Educación Secundaria y similar;Mujeres;Valor absoluto;2019T2;48,6
Primera etapa de Educación Secundaria y similar;Mujeres;Valor absoluto;2019T1;54,5
Primera etapa de Educación Secundaria y similar;Mujeres;Valor absoluto;2018T4;57,1
Primera etapa de Educación Secundaria y similar;Mujeres;Valor absoluto;2018T3;60
Primera etapa de Educación Secundaria y similar;Mujeres;Valor absoluto;2018T2;65,8
Primera etapa de Educación Secundaria y similar;Mujeres;Valor absoluto;2018T1;67,4
Primera etapa de Educación Secundaria y similar;Mujeres;Valor absoluto;2017T4;74,4
Primera etapa de Educación Secundaria y similar;Mujeres;Valor absoluto;2017T3;68,7
Primera etapa de Educación Secundaria y similar;Mujeres;Valor absoluto;2017T2;68,5
Primera etapa de Educación Secundaria y similar;Mujeres;Valor absoluto;2017T1;72,8
Primera etapa de Educación Secundaria y similar;Mujeres;Valor absoluto;2016T4;82,8
Primera etapa de Educación Secundaria y similar;Mujeres;Valor absoluto;2016T3;74,1
Primera etapa de Educación Secundaria y similar;Mujeres;Valor absoluto;2016T2;82,1
Primera etapa de Educación Secundaria y similar;Mujeres;Valor absoluto;2016T1;77
Primera etapa de Educación Secundaria y similar;Mujeres;Valor absoluto;2015T4;79,3
Primera etapa de Educación Secundaria y similar;Mujeres;Valor absoluto;2015T3;96,1
Primera etapa de Educación Secundaria y similar;Mujeres;Valor absoluto;2015T2;99,1
Primera etapa de Educación Secundaria y similar;Mujeres;Valor absoluto;2015T1;95
Primera etapa de Educación Secundaria y similar;Mujeres;Valor absoluto;2014T4;101,7
Primera etapa de Educación Secundaria y similar;Mujeres;Valor absoluto;2014T3;101,1
Primera etapa de Educación Secundaria y similar;Mujeres;Valor absoluto;2014T2;101,6
Primera etapa de Educación Secundaria y similar;Mujeres;Valor absoluto;2014T1;95,1
Primera etapa de Educación Secundaria y similar;Mujeres;Porcentaje;2025T4;21
Primera etapa de Educación Secundaria y similar;Mujeres;Porcentaje;2025T3;33,7
Primera etapa de Educación Secundaria y similar;Mujeres;Porcentaje;2025T2;31,7
Primera etapa de Educación Secundaria y similar;Mujeres;Porcentaje;2025T1;23,2
Primera etapa de Educación Secundaria y similar;Mujeres;Porcentaje;2024T4;27,1
Primera etapa de Educación Secundaria y similar;Mujeres;Porcentaje;2024T3;29,3
Primera etapa de Educación Secundaria y similar;Mujeres;Porcentaje;2024T2;33,1
Primera etapa de Educación Secundaria y similar;Mujeres;Porcentaje;2024T1;35,4
Primera etapa de Educación Secundaria y similar;Mujeres;Porcentaje;2023T4;27
Primera etapa de Educación Secundaria y similar;Mujeres;Porcentaje;2023T3;28,4
Primera etapa de Educación Secundaria y similar;Mujeres;Porcentaje;2023T2;28,7
Primera etapa de Educación Secundaria y similar;Mujeres;Porcentaje;2023T1;29
Primera etapa de Educación Secundaria y similar;Mujeres;Porcentaje;2022T4;27,5
Primera etapa de Educación Secundaria y similar;Mujeres;Porcentaje;2022T3;30
Primera etapa de Educación Secundaria y similar;Mujeres;Porcentaje;2022T2;30,9
Primera etapa de Educación Secundaria y similar;Mujeres;Porcentaje;2022T1;30,4
Primera etapa de Educación Secundaria y similar;Mujeres;Porcentaje;2021T4;28,7
Primera etapa de Educación Secundaria y similar;Mujeres;Porcentaje;2021T3;27,1
Primera etapa de Educación Secundaria y similar;Mujeres;Porcentaje;2021T2;31
Primera etapa de Educación Secundaria y similar;Mujeres;Porcentaje;2021T1;32,2
Primera etapa de Educación Secundaria y similar;Mujeres;Porcentaje;2020T4;28,6
Primera etapa de Educación Secundaria y similar;Mujeres;Porcentaje;2020T3;28,2
Primera etapa de Educación Secundaria y similar;Mujeres;Porcentaje;2020T2;26,8
Primera etapa de Educación Secundaria y similar;Mujeres;Porcentaje;2020T1;29,3
Primera etapa de Educación Secundaria y similar;Mujeres;Porcentaje;2019T4;33,4
Primera etapa de Educación Secundaria y similar;Mujeres;Porcentaje;2019T3;26,2
Primera etapa de Educación Secundaria y similar;Mujeres;Porcentaje;2019T2;27,5
Primera etapa de Educación Secundaria y similar;Mujeres;Porcentaje;2019T1;31,2
Primera etapa de Educación Secundaria y similar;Mujeres;Porcentaje;2018T4;32,6
Primera etapa de Educación Secundaria y similar;Mujeres;Porcentaje;2018T3;31,5
Primera etapa de Educación Secundaria y similar;Mujeres;Porcentaje;2018T2;33,8
Primera etapa de Educación Secundaria y similar;Mujeres;Porcentaje;2018T1;35,2
Primera etapa de Educación Secundaria y similar;Mujeres;Porcentaje;2017T4;34,8
Primera etapa de Educación Secundaria y similar;Mujeres;Porcentaje;2017T3;32
Primera etapa de Educación Secundaria y similar;Mujeres;Porcentaje;2017T2;31,7
Primera etapa de Educación Secundaria y similar;Mujeres;Porcentaje;2017T1;34,1
Primera etapa de Educación Secundaria y similar;Mujeres;Porcentaje;2016T4;34,4
Primera etapa de Educación Secundaria y similar;Mujeres;Porcentaje;2016T3;27,9
Primera etapa de Educación Secundaria y similar;Mujeres;Porcentaje;2016T2;30
Primera etapa de Educación Secundaria y similar;Mujeres;Porcentaje;2016T1;31,4
Primera etapa de Educación Secundaria y similar;Mujeres;Porcentaje;2015T4;30,3
Primera etapa de Educación Secundaria y similar;Mujeres;Porcentaje;2015T3;31,9
Primera etapa de Educación Secundaria y similar;Mujeres;Porcentaje;2015T2;32,8
Primera etapa de Educación Secundaria y similar;Mujeres;Porcentaje;2015T1;34,5
Primera etapa de Educación Secundaria y similar;Mujeres;Porcentaje;2014T4;32,9
Primera etapa de Educación Secundaria y similar;Mujeres;Porcentaje;2014T3;31,8
Primera etapa de Educación Secundaria y similar;Mujeres;Porcentaje;2014T2;34,5
Primera etapa de Educación Secundaria y similar;Mujeres;Porcentaje;2014T1;34,1
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Valor absoluto;2025T4;51,8
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Valor absoluto;2025T3;67,6
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Valor absoluto;2025T2;55,2
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Valor absoluto;2025T1;55,2
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Valor absoluto;2024T4;56,6
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Valor absoluto;2024T3;81
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Valor absoluto;2024T2;61,7
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Valor absoluto;2024T1;40,7
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Valor absoluto;2023T4;53,1
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Valor absoluto;2023T3;67,4
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Valor absoluto;2023T2;69,1
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Valor absoluto;2023T1;56
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Valor absoluto;2022T4;70,5
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Valor absoluto;2022T3;68,6
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Valor absoluto;2022T2;63,5
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Valor absoluto;2022T1;57,8
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Valor absoluto;2021T4;61,4
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Valor absoluto;2021T3;73,9
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Valor absoluto;2021T2;88,1
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Valor absoluto;2021T1;60,7
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Valor absoluto;2020T4;63,6
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Valor absoluto;2020T3;71,2
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Valor absoluto;2020T2;49,2
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Valor absoluto;2020T1;54,7
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Valor absoluto;2019T4;56,8
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Valor absoluto;2019T3;82
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Valor absoluto;2019T2;71,9
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Valor absoluto;2019T1;56
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Valor absoluto;2018T4;59,9
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Valor absoluto;2018T3;80,3
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Valor absoluto;2018T2;69,3
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Valor absoluto;2018T1;55,9
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Valor absoluto;2017T4;77,3
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Valor absoluto;2017T3;83,4
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Valor absoluto;2017T2;78,6
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Valor absoluto;2017T1;59,3
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Valor absoluto;2016T4;61,1
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Valor absoluto;2016T3;90
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Valor absoluto;2016T2;87,9
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Valor absoluto;2016T1;70,5
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Valor absoluto;2015T4;65,8
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Valor absoluto;2015T3;105,9
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Valor absoluto;2015T2;92,1
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Valor absoluto;2015T1;81,4
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Valor absoluto;2014T4;95,5
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Valor absoluto;2014T3;93,5
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Valor absoluto;2014T2;85,2
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Valor absoluto;2014T1;84
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Porcentaje;2025T4;21,9
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Porcentaje;2025T3;21,5
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Porcentaje;2025T2;20,8
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Porcentaje;2025T1;21,1
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Porcentaje;2024T4;22,6
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Porcentaje;2024T3;24,7
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Porcentaje;2024T2;21,6
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Porcentaje;2024T1;15
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Porcentaje;2023T4;17,3
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Porcentaje;2023T3;20
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Porcentaje;2023T2;23,3
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Porcentaje;2023T1;17,5
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Porcentaje;2022T4;21,4
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Porcentaje;2022T3;19,3
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Porcentaje;2022T2;19,4
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Porcentaje;2022T1;18,2
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Porcentaje;2021T4;18,9
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Porcentaje;2021T3;20,4
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Porcentaje;2021T2;22,8
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Porcentaje;2021T1;18,2
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Porcentaje;2020T4;19,9
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Porcentaje;2020T3;20,4
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Porcentaje;2020T2;20,3
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Porcentaje;2020T1;18
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Porcentaje;2019T4;18,4
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Porcentaje;2019T3;22,3
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Porcentaje;2019T2;21,6
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Porcentaje;2019T1;17,4
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Porcentaje;2018T4;18,2
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Porcentaje;2018T3;21,7
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Porcentaje;2018T2;19,2
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Porcentaje;2018T1;15,9
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Porcentaje;2017T4;19,4
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Porcentaje;2017T3;19,6
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Porcentaje;2017T2;19
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Porcentaje;2017T1;14,7
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Porcentaje;2016T4;14,2
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Porcentaje;2016T3;19,1
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Porcentaje;2016T2;18,6
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Porcentaje;2016T1;16,3
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Porcentaje;2015T4;14
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Porcentaje;2015T3;18,7
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Porcentaje;2015T2;16,4
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Porcentaje;2015T1;15,1
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Porcentaje;2014T4;17
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Porcentaje;2014T3;16,1
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Porcentaje;2014T2;15,8
Segunda etapa de educación secundaria, con orientación general;Ambos sexos;Porcentaje;2014T1;16
Segunda etapa de educación secundaria, con orientación general;Hombres;Valor absoluto;2025T4;18,6
Segunda etapa de educación secundaria, con orientación general;Hombres;Valor absoluto;2025T3;31,9
Segunda etapa de educación secundaria, con orientación general;Hombres;Valor absoluto;2025T2;25,2
Segunda etapa de educación secundaria, con orientación general;Hombres;Valor absoluto;2025T1;22,5
Segunda etapa de educación secundaria, con orientación general;Hombres;Valor absoluto;2024T4;28,9
Segunda etapa de educación secundaria, con orientación general;Hombres;Valor absoluto;2024T3;42,1
Segunda etapa de educación secundaria, con orientación general;Hombres;Valor absoluto;2024T2;28,8
Segunda etapa de educación secundaria, con orientación general;Hombres;Valor absoluto;2024T1;17,6
Segunda etapa de educación secundaria, con orientación general;Hombres;Valor absoluto;2023T4;24,6
Segunda etapa de educación secundaria, con orientación general;Hombres;Valor absoluto;2023T3;26,6
Segunda etapa de educación secundaria, con orientación general;Hombres;Valor absoluto;2023T2;29,6
Segunda etapa de educación secundaria, con orientación general;Hombres;Valor absoluto;2023T1;24,2
Segunda etapa de educación secundaria, con orientación general;Hombres;Valor absoluto;2022T4;36
Segunda etapa de educación secundaria, con orientación general;Hombres;Valor absoluto;2022T3;25,5
Segunda etapa de educación secundaria, con orientación general;Hombres;Valor absoluto;2022T2;28,4
Segunda etapa de educación secundaria, con orientación general;Hombres;Valor absoluto;2022T1;24
Segunda etapa de educación secundaria, con orientación general;Hombres;Valor absoluto;2021T4;23
Segunda etapa de educación secundaria, con orientación general;Hombres;Valor absoluto;2021T3;26,6
Segunda etapa de educación secundaria, con orientación general;Hombres;Valor absoluto;2021T2;37,6
Segunda etapa de educación secundaria, con orientación general;Hombres;Valor absoluto;2021T1;19,8
Segunda etapa de educación secundaria, con orientación general;Hombres;Valor absoluto;2020T4;25,4
Segunda etapa de educación secundaria, con orientación general;Hombres;Valor absoluto;2020T3;29,5
Segunda etapa de educación secundaria, con orientación general;Hombres;Valor absoluto;2020T2;22,2
Segunda etapa de educación secundaria, con orientación general;Hombres;Valor absoluto;2020T1;21,3
Segunda etapa de educación secundaria, con orientación general;Hombres;Valor absoluto;2019T4;24,1
Segunda etapa de educación secundaria, con orientación general;Hombres;Valor absoluto;2019T3;32,1
Segunda etapa de educación secundaria, con orientación general;Hombres;Valor absoluto;2019T2;28,6
Segunda etapa de educación secundaria, con orientación general;Hombres;Valor absoluto;2019T1;19,5
Segunda etapa de educación secundaria, con orientación general;Hombres;Valor absoluto;2018T4;20,8
Segunda etapa de educación secundaria, con orientación general;Hombres;Valor absoluto;2018T3;34
Segunda etapa de educación secundaria, con orientación general;Hombres;Valor absoluto;2018T2;28,6
Segunda etapa de educación secundaria, con orientación general;Hombres;Valor absoluto;2018T1;20,4
Segunda etapa de educación secundaria, con orientación general;Hombres;Valor absoluto;2017T4;35,6
Segunda etapa de educación secundaria, con orientación general;Hombres;Valor absoluto;2017T3;41,1
Segunda etapa de educación secundaria, con orientación general;Hombres;Valor absoluto;2017T2;33,4
Segunda etapa de educación secundaria, con orientación general;Hombres;Valor absoluto;2017T1;28,3
Segunda etapa de educación secundaria, con orientación general;Hombres;Valor absoluto;2016T4;26,8
Segunda etapa de educación secundaria, con orientación general;Hombres;Valor absoluto;2016T3;40,8
Segunda etapa de educación secundaria, con orientación general;Hombres;Valor absoluto;2016T2;34,2
Segunda etapa de educación secundaria, con orientación general;Hombres;Valor absoluto;2016T1;29,6
Segunda etapa de educación secundaria, con orientación general;Hombres;Valor absoluto;2015T4;25
Segunda etapa de educación secundaria, con orientación general;Hombres;Valor absoluto;2015T3;43,4
Segunda etapa de educación secundaria, con orientación general;Hombres;Valor absoluto;2015T2;44,8
Segunda etapa de educación secundaria, con orientación general;Hombres;Valor absoluto;2015T1;38,1
Segunda etapa de educación secundaria, con orientación general;Hombres;Valor absoluto;2014T4;38,1
Segunda etapa de educación secundaria, con orientación general;Hombres;Valor absoluto;2014T3;42,6
Segunda etapa de educación secundaria, con orientación general;Hombres;Valor absoluto;2014T2;39,5
Segunda etapa de educación secundaria, con orientación general;Hombres;Valor absoluto;2014T1;44,8
Segunda etapa de educación secundaria, con orientación general;Hombres;Porcentaje;2025T4;17,9
Segunda etapa de educación secundaria, con orientación general;Hombres;Porcentaje;2025T3;22,7
Segunda etapa de educación secundaria, con orientación general;Hombres;Porcentaje;2025T2;21,1
Segunda etapa de educación secundaria, con orientación general;Hombres;Porcentaje;2025T1;18,4
Segunda etapa de educación secundaria, con orientación general;Hombres;Porcentaje;2024T4;24,7
Segunda etapa de educación secundaria, con orientación general;Hombres;Porcentaje;2024T3;27,5
Segunda etapa de educación secundaria, con orientación general;Hombres;Porcentaje;2024T2;22,7
Segunda etapa de educación secundaria, con orientación general;Hombres;Porcentaje;2024T1;12,5
Segunda etapa de educación secundaria, con orientación general;Hombres;Porcentaje;2023T4;17,3
Segunda etapa de educación secundaria, con orientación general;Hombres;Porcentaje;2023T3;15,8
Segunda etapa de educación secundaria, con orientación general;Hombres;Porcentaje;2023T2;20,2
Segunda etapa de educación secundaria, con orientación general;Hombres;Porcentaje;2023T1;16,3
Segunda etapa de educación secundaria, con orientación general;Hombres;Porcentaje;2022T4;23,8
Segunda etapa de educación secundaria, con orientación general;Hombres;Porcentaje;2022T3;15,9
Segunda etapa de educación secundaria, con orientación general;Hombres;Porcentaje;2022T2;18,7
Segunda etapa de educación secundaria, con orientación general;Hombres;Porcentaje;2022T1;15,7
Segunda etapa de educación secundaria, con orientación general;Hombres;Porcentaje;2021T4;15,9
Segunda etapa de educación secundaria, con orientación general;Hombres;Porcentaje;2021T3;15,7
Segunda etapa de educación secundaria, con orientación general;Hombres;Porcentaje;2021T2;19,9
Segunda etapa de educación secundaria, con orientación general;Hombres;Porcentaje;2021T1;12,6
Segunda etapa de educación secundaria, con orientación general;Hombres;Porcentaje;2020T4;17,7
Segunda etapa de educación secundaria, con orientación general;Hombres;Porcentaje;2020T3;18,2
Segunda etapa de educación secundaria, con orientación general;Hombres;Porcentaje;2020T2;18,9
Segunda etapa de educación secundaria, con orientación general;Hombres;Porcentaje;2020T1;15,7
Segunda etapa de educación secundaria, con orientación general;Hombres;Porcentaje;2019T4;16,3
Segunda etapa de educación secundaria, con orientación general;Hombres;Porcentaje;2019T3;19
Segunda etapa de educación secundaria, con orientación general;Hombres;Porcentaje;2019T2;18,3
Segunda etapa de educación secundaria, con orientación general;Hombres;Porcentaje;2019T1;13,3
Segunda etapa de educación secundaria, con orientación general;Hombres;Porcentaje;2018T4;13,5
Segunda etapa de educación secundaria, con orientación general;Hombres;Porcentaje;2018T3;19
Segunda etapa de educación secundaria, con orientación general;Hombres;Porcentaje;2018T2;17,2
Segunda etapa de educación secundaria, con orientación general;Hombres;Porcentaje;2018T1;12,7
Segunda etapa de educación secundaria, con orientación general;Hombres;Porcentaje;2017T4;19,2
Segunda etapa de educación secundaria, con orientación general;Hombres;Porcentaje;2017T3;19,6
Segunda etapa de educación secundaria, con orientación general;Hombres;Porcentaje;2017T2;16,9
Segunda etapa de educación secundaria, con orientación general;Hombres;Porcentaje;2017T1;14,8
Segunda etapa de educación secundaria, con orientación general;Hombres;Porcentaje;2016T4;14,1
Segunda etapa de educación secundaria, con orientación general;Hombres;Porcentaje;2016T3;19,9
Segunda etapa de educación secundaria, con orientación general;Hombres;Porcentaje;2016T2;17,2
Segunda etapa de educación secundaria, con orientación general;Hombres;Porcentaje;2016T1;15,9
Segunda etapa de educación secundaria, con orientación general;Hombres;Porcentaje;2015T4;12,1
Segunda etapa de educación secundaria, con orientación general;Hombres;Porcentaje;2015T3;16,3
Segunda etapa de educación secundaria, con orientación general;Hombres;Porcentaje;2015T2;17,3
Segunda etapa de educación secundaria, con orientación general;Hombres;Porcentaje;2015T1;14,5
Segunda etapa de educación secundaria, con orientación general;Hombres;Porcentaje;2014T4;15,2
Segunda etapa de educación secundaria, con orientación general;Hombres;Porcentaje;2014T3;16,3
Segunda etapa de educación secundaria, con orientación general;Hombres;Porcentaje;2014T2;16,1
Segunda etapa de educación secundaria, con orientación general;Hombres;Porcentaje;2014T1;18,2
Segunda etapa de educación secundaria, con orientación general;Mujeres;Valor absoluto;2025T4;33,1
Segunda etapa de educación secundaria, con orientación general;Mujeres;Valor absoluto;2025T3;35,7
Segunda etapa de educación secundaria, con orientación general;Mujeres;Valor absoluto;2025T2;30
Segunda etapa de educación secundaria, con orientación general;Mujeres;Valor absoluto;2025T1;32,7
Segunda etapa de educación secundaria, con orientación general;Mujeres;Valor absoluto;2024T4;27,8
Segunda etapa de educación secundaria, con orientación general;Mujeres;Valor absoluto;2024T3;38,9
Segunda etapa de educación secundaria, con orientación general;Mujeres;Valor absoluto;2024T2;32,9
Segunda etapa de educación secundaria, con orientación general;Mujeres;Valor absoluto;2024T1;23,1
Segunda etapa de educación secundaria, con orientación general;Mujeres;Valor absoluto;2023T4;28,5
Segunda etapa de educación secundaria, con orientación general;Mujeres;Valor absoluto;2023T3;40,8
Segunda etapa de educación secundaria, con orientación general;Mujeres;Valor absoluto;2023T2;39,5
Segunda etapa de educación secundaria, con orientación general;Mujeres;Valor absoluto;2023T1;31,8
Segunda etapa de educación secundaria, con orientación general;Mujeres;Valor absoluto;2022T4;34,5
Segunda etapa de educación secundaria, con orientación general;Mujeres;Valor absoluto;2022T3;43,1
Segunda etapa de educación secundaria, con orientación general;Mujeres;Valor absoluto;2022T2;35,2
Segunda etapa de educación secundaria, con orientación general;Mujeres;Valor absoluto;2022T1;33,8
Segunda etapa de educación secundaria, con orientación general;Mujeres;Valor absoluto;2021T4;38,4
Segunda etapa de educación secundaria, con orientación general;Mujeres;Valor absoluto;2021T3;47,3
Segunda etapa de educación secundaria, con orientación general;Mujeres;Valor absoluto;2021T2;50,5
Segunda etapa de educación secundaria, con orientación general;Mujeres;Valor absoluto;2021T1;40,9
Segunda etapa de educación secundaria, con orientación general;Mujeres;Valor absoluto;2020T4;38,1
Segunda etapa de educación secundaria, con orientación general;Mujeres;Valor absoluto;2020T3;41,7
Segunda etapa de educación secundaria, con orientación general;Mujeres;Valor absoluto;2020T2;27,1
Segunda etapa de educación secundaria, con orientación general;Mujeres;Valor absoluto;2020T1;33,4
Segunda etapa de educación secundaria, con orientación general;Mujeres;Valor absoluto;2019T4;32,8
Segunda etapa de educación secundaria, con orientación general;Mujeres;Valor absoluto;2019T3;49,9
Segunda etapa de educación secundaria, con orientación general;Mujeres;Valor absoluto;2019T2;43,3
