Sexo;Ocupación;Situación profesional;Periodo;Total
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Ayuda en la empresa o negocio familiar;2004T4;4,8
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Ayuda en la empresa o negocio familiar;2004T3;3,6
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Ayuda en la empresa o negocio familiar;2004T2;3,4
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Ayuda en la empresa o negocio familiar;2004T1;2,6
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Ayuda en la empresa o negocio familiar;2003T4;4,3
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Ayuda en la empresa o negocio familiar;2003T3;4,0
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Ayuda en la empresa o negocio familiar;2003T2;4,5
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Ayuda en la empresa o negocio familiar;2003T1;5,7
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Ayuda en la empresa o negocio familiar;2002T4;7,9
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Ayuda en la empresa o negocio familiar;2002T3;6,5
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Ayuda en la empresa o negocio familiar;2002T2;6,4
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Ayuda en la empresa o negocio familiar;2002T1;6,6
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariados : Total;2010T4;1.401,9
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariados : Total;2010T3;1.427,5
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariados : Total;2010T2;1.416,0
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariados : Total;2010T1;1.379,0
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariados : Total;2009T4;1.388,6
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariados : Total;2009T3;1.401,9
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariados : Total;2009T2;1.453,5
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariados : Total;2009T1;1.506,2
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariados : Total;2008T4;1.568,8
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariados : Total;2008T3;1.657,5
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariados : Total;2008T2;1.674,7
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariados : Total;2008T1;1.707,2
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariados : Total;2007T4;1.681,4
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariados : Total;2007T3;1.632,1
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariados : Total;2007T2;1.636,7
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariados : Total;2007T1;1.618,2
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariados : Total;2006T4;1.629,0
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariados : Total;2006T3;1.587,3
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariados : Total;2006T2;1.553,2
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariados : Total;2006T1;1.526,7
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariados : Total;2005T4;1.568,5
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariados : Total;2005T3;1.523,5
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariados : Total;2005T2;1.509,2
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariados : Total;2005T1;1.495,0
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariados : Total;2004T4;1.546,7
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariados : Total;2004T3;1.517,4
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariados : Total;2004T2;1.486,5
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariados : Total;2004T1;1.452,9
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariados : Total;2003T4;1.463,2
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariados : Total;2003T3;1.456,4
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariados : Total;2003T2;1.415,3
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariados : Total;2003T1;1.392,4
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariados : Total;2002T4;1.411,2
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariados : Total;2002T3;1.420,5
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariados : Total;2002T2;1.398,1
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariados : Total;2002T1;1.369,6
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector público;2010T4;57,0
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector público;2010T3;60,0
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector público;2010T2;60,0
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector público;2010T1;65,9
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector público;2009T4;71,6
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector público;2009T3;64,3
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector público;2009T2;70,4
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector público;2009T1;70,4
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector público;2008T4;64,0
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector público;2008T3;64,1
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector público;2008T2;63,3
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector público;2008T1;66,7
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector público;2007T4;67,9
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector público;2007T3;76,0
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector público;2007T2;72,0
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector público;2007T1;85,5
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector público;2006T4;74,4
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector público;2006T3;71,5
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector público;2006T2;75,8
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector público;2006T1;71,6
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector público;2005T4;68,8
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector público;2005T3;66,4
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector público;2005T2;60,0
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector público;2005T1;63,7
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector público;2004T4;72,3
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector público;2004T3;74,1
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector público;2004T2;66,9
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector público;2004T1;66,7
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector público;2003T4;61,2
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector público;2003T3;67,0
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector público;2003T2;64,0
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector público;2003T1;68,5
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector público;2002T4;71,6
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector público;2002T3;69,4
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector público;2002T2;65,3
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector público;2002T1;63,6
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector privado;2010T4;1.344,9
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector privado;2010T3;1.367,5
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector privado;2010T2;1.356,0
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector privado;2010T1;1.313,1
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector privado;2009T4;1.317,0
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector privado;2009T3;1.337,6
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector privado;2009T2;1.383,1
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector privado;2009T1;1.435,8
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector privado;2008T4;1.504,8
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector privado;2008T3;1.593,3
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector privado;2008T2;1.611,3
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector privado;2008T1;1.640,5
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector privado;2007T4;1.613,5
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector privado;2007T3;1.556,1
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector privado;2007T2;1.564,7
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector privado;2007T1;1.532,7
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector privado;2006T4;1.554,6
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector privado;2006T3;1.515,8
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector privado;2006T2;1.477,5
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector privado;2006T1;1.455,1
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector privado;2005T4;1.499,7
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector privado;2005T3;1.457,0
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector privado;2005T2;1.449,2
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector privado;2005T1;1.431,3
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector privado;2004T4;1.474,4
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector privado;2004T3;1.443,3
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector privado;2004T2;1.419,6
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector privado;2004T1;1.386,2
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector privado;2003T4;1.401,9
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector privado;2003T3;1.389,4
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector privado;2003T2;1.351,3
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector privado;2003T1;1.323,9
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector privado;2002T4;1.339,6
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector privado;2002T3;1.351,2
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector privado;2002T2;1.332,8
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Asalariado sector privado;2002T1;1.306,0
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Otra situación;2010T4;..
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Otra situación;2010T3;..
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Otra situación;2010T2;..
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Otra situación;2010T1;..
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Otra situación;2009T4;0,5
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Otra situación;2009T3;..
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Otra situación;2009T2;0,5
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Otra situación;2009T1;1,1
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Otra situación;2008T4;1,2
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Otra situación;2008T3;0,6
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Otra situación;2008T2;0,6
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Otra situación;2008T1;0,8
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Otra situación;2007T4;0,3
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Otra situación;2007T3;..
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Otra situación;2007T2;..
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Otra situación;2007T1;..
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Otra situación;2006T4;..
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Otra situación;2006T3;..
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Otra situación;2006T2;..
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Otra situación;2006T1;1,2
Ambos sexos;8 Operadores de instalaciones y maquinaria, y montadores;Otra situación;2005T4;1,1
