Comunidades y Ciudades Autónomas;Proporción de parados;Periodo;Total
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2024T4;30,18
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2024T3;32,23
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2024T2;31,63
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2024T1;31,17
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2023T4;34,1
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2023T3;36,4
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2023T2;31,97
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2023T1;31,23
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2022T4;32,2
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2022T3;33,52
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2022T2;25,53
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2022T1;32,94
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2021T4;31,65
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2021T3;34,19
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2021T2;29,83
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2021T1;32,69
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2020T4;28,93
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2020T3;29,48
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2020T2;24,9
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2020T1;28,32
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2019T4;28,09
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2019T3;32,87
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2019T2;28,77
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2019T1;23,71
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2018T4;26,85
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2018T3;34,44
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2018T2;35,11
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2018T1;37,96
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2017T4;30,99
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2017T3;25,37
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2017T2;17,73
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2017T1;26,34
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2016T4;26,41
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2016T3;27,9
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2016T2;29,88
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2016T1;30,66
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2015T4;23,57
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2015T3;31,9
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2015T2;26,68
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2015T1;34,35
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2014T4;32,63
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2014T3;34,29
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2014T2;30,59
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2014T1;32,36
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2013T4;35,21
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2013T3;33,64
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2013T2;38,05
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2013T1;44,39
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2012T4;44,51
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2012T3;41,01
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2012T2;40,23
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2012T1;38,88
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2011T4;28,89
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2011T3;31,45
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2011T2;28,31
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2011T1;30,36
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2010T4;28,24
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2010T3;20,59
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2010T2;25,86
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2010T1;22,69
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2009T4;25,85
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2009T3;20,18
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2009T2;16,51
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2009T1;20,68
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2008T4;17,46
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2008T3;19,22
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2008T2;20,55
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2008T1;17,51
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2007T4;17,81
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2007T3;25,75
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2007T2;21,28
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2007T1;24,23
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2006T4;15,77
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2006T3;19,42
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2006T2;22,46
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2006T1;27,98
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2005T4;17,24
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2005T3;18,64
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2005T2;24,61
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2005T1;23,62
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2004T4;5,86
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2004T3;8,53
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2004T2;17,09
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2004T1;14,25
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2003T4;22,82
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2003T3;8,62
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2003T2;5,39
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2003T1;1,73
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2002T4;7,43
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2002T3;7,15
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2002T2;9,26
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2002T1;6,93
18 Ceuta;Todos los activos son ocupados (Porcentaje);2025T4;68,03
18 Ceuta;Todos los activos son ocupados (Porcentaje);2025T3;65,65
18 Ceuta;Todos los activos son ocupados (Porcentaje);2025T2;69,6
18 Ceuta;Todos los activos son ocupados (Porcentaje);2025T1;63,52
18 Ceuta;Todos los activos son ocupados (Porcentaje);2024T4;67,63
18 Ceuta;Todos los activos son ocupados (Porcentaje);2024T3;61,64
18 Ceuta;Todos los activos son ocupados (Porcentaje);2024T2;63,63
18 Ceuta;Todos los activos son ocupados (Porcentaje);2024T1;64,5
18 Ceuta;Todos los activos son ocupados (Porcentaje);2023T4;61,13
18 Ceuta;Todos los activos son ocupados (Porcentaje);2023T3;61,58
18 Ceuta;Todos los activos son ocupados (Porcentaje);2023T2;64,23
18 Ceuta;Todos los activos son ocupados (Porcentaje);2023T1;65,32
18 Ceuta;Todos los activos son ocupados (Porcentaje);2022T4;60,39
18 Ceuta;Todos los activos son ocupados (Porcentaje);2022T3;60,45
18 Ceuta;Todos los activos son ocupados (Porcentaje);2022T2;66,76
18 Ceuta;Todos los activos son ocupados (Porcentaje);2022T1;58,21
18 Ceuta;Todos los activos son ocupados (Porcentaje);2021T4;57,29
18 Ceuta;Todos los activos son ocupados (Porcentaje);2021T3;60,75
18 Ceuta;Todos los activos son ocupados (Porcentaje);2021T2;66,01
18 Ceuta;Todos los activos son ocupados (Porcentaje);2021T1;62,64
18 Ceuta;Todos los activos son ocupados (Porcentaje);2020T4;66,23
18 Ceuta;Todos los activos son ocupados (Porcentaje);2020T3;67,91
18 Ceuta;Todos los activos son ocupados (Porcentaje);2020T2;71,65
18 Ceuta;Todos los activos son ocupados (Porcentaje);2020T1;68,89
18 Ceuta;Todos los activos son ocupados (Porcentaje);2019T4;67,69
18 Ceuta;Todos los activos son ocupados (Porcentaje);2019T3;64,16
18 Ceuta;Todos los activos son ocupados (Porcentaje);2019T2;63,95
18 Ceuta;Todos los activos son ocupados (Porcentaje);2019T1;69,03
18 Ceuta;Todos los activos son ocupados (Porcentaje);2018T4;66,51
18 Ceuta;Todos los activos son ocupados (Porcentaje);2018T3;61,22
18 Ceuta;Todos los activos son ocupados (Porcentaje);2018T2;59,55
18 Ceuta;Todos los activos son ocupados (Porcentaje);2018T1;58,27
18 Ceuta;Todos los activos son ocupados (Porcentaje);2017T4;65,4
18 Ceuta;Todos los activos son ocupados (Porcentaje);2017T3;71,39
18 Ceuta;Todos los activos son ocupados (Porcentaje);2017T2;79
18 Ceuta;Todos los activos son ocupados (Porcentaje);2017T1;70,47
18 Ceuta;Todos los activos son ocupados (Porcentaje);2016T4;71,09
18 Ceuta;Todos los activos son ocupados (Porcentaje);2016T3;69,49
18 Ceuta;Todos los activos son ocupados (Porcentaje);2016T2;69,12
18 Ceuta;Todos los activos son ocupados (Porcentaje);2016T1;67,36
18 Ceuta;Todos los activos son ocupados (Porcentaje);2015T4;74,06
18 Ceuta;Todos los activos son ocupados (Porcentaje);2015T3;64,09
18 Ceuta;Todos los activos son ocupados (Porcentaje);2015T2;71,23
18 Ceuta;Todos los activos son ocupados (Porcentaje);2015T1;61,61
18 Ceuta;Todos los activos son ocupados (Porcentaje);2014T4;61,07
18 Ceuta;Todos los activos son ocupados (Porcentaje);2014T3;60,47
18 Ceuta;Todos los activos son ocupados (Porcentaje);2014T2;67,99
18 Ceuta;Todos los activos son ocupados (Porcentaje);2014T1;64,22
18 Ceuta;Todos los activos son ocupados (Porcentaje);2013T4;60,11
18 Ceuta;Todos los activos son ocupados (Porcentaje);2013T3;62,48
18 Ceuta;Todos los activos son ocupados (Porcentaje);2013T2;58,92
18 Ceuta;Todos los activos son ocupados (Porcentaje);2013T1;51,49
18 Ceuta;Todos los activos son ocupados (Porcentaje);2012T4;51,97
18 Ceuta;Todos los activos son ocupados (Porcentaje);2012T3;52,35
18 Ceuta;Todos los activos son ocupados (Porcentaje);2012T2;54,45
18 Ceuta;Todos los activos son ocupados (Porcentaje);2012T1;52,7
18 Ceuta;Todos los activos son ocupados (Porcentaje);2011T4;62,21
18 Ceuta;Todos los activos son ocupados (Porcentaje);2011T3;62,1
18 Ceuta;Todos los activos son ocupados (Porcentaje);2011T2;67,21
18 Ceuta;Todos los activos son ocupados (Porcentaje);2011T1;67,52
18 Ceuta;Todos los activos son ocupados (Porcentaje);2010T4;69,16
18 Ceuta;Todos los activos son ocupados (Porcentaje);2010T3;71,2
18 Ceuta;Todos los activos son ocupados (Porcentaje);2010T2;66,11
18 Ceuta;Todos los activos son ocupados (Porcentaje);2010T1;66,96
18 Ceuta;Todos los activos son ocupados (Porcentaje);2009T4;64,74
18 Ceuta;Todos los activos son ocupados (Porcentaje);2009T3;72,2
18 Ceuta;Todos los activos son ocupados (Porcentaje);2009T2;76,63
18 Ceuta;Todos los activos son ocupados (Porcentaje);2009T1;74,53
18 Ceuta;Todos los activos son ocupados (Porcentaje);2008T4;76,36
18 Ceuta;Todos los activos son ocupados (Porcentaje);2008T3;76,35
18 Ceuta;Todos los activos son ocupados (Porcentaje);2008T2;73,16
18 Ceuta;Todos los activos son ocupados (Porcentaje);2008T1;75,37
18 Ceuta;Todos los activos son ocupados (Porcentaje);2007T4;72,61
18 Ceuta;Todos los activos son ocupados (Porcentaje);2007T3;70,36
18 Ceuta;Todos los activos son ocupados (Porcentaje);2007T2;74,36
18 Ceuta;Todos los activos son ocupados (Porcentaje);2007T1;72,95
18 Ceuta;Todos los activos son ocupados (Porcentaje);2006T4;80,49
18 Ceuta;Todos los activos son ocupados (Porcentaje);2006T3;79,19
18 Ceuta;Todos los activos son ocupados (Porcentaje);2006T2;71,92
18 Ceuta;Todos los activos son ocupados (Porcentaje);2006T1;62,93
18 Ceuta;Todos los activos son ocupados (Porcentaje);2005T4;74,67
18 Ceuta;Todos los activos son ocupados (Porcentaje);2005T3;73,96
18 Ceuta;Todos los activos son ocupados (Porcentaje);2005T2;67,56
18 Ceuta;Todos los activos son ocupados (Porcentaje);2005T1;72,63
18 Ceuta;Todos los activos son ocupados (Porcentaje);2004T4;89,99
18 Ceuta;Todos los activos son ocupados (Porcentaje);2004T3;88,29
18 Ceuta;Todos los activos son ocupados (Porcentaje);2004T2;79,71
18 Ceuta;Todos los activos son ocupados (Porcentaje);2004T1;79
18 Ceuta;Todos los activos son ocupados (Porcentaje);2003T4;68,66
18 Ceuta;Todos los activos son ocupados (Porcentaje);2003T3;89,11
18 Ceuta;Todos los activos son ocupados (Porcentaje);2003T2;91,76
18 Ceuta;Todos los activos son ocupados (Porcentaje);2003T1;96,79
18 Ceuta;Todos los activos son ocupados (Porcentaje);2002T4;91,98
18 Ceuta;Todos los activos son ocupados (Porcentaje);2002T3;90,84
18 Ceuta;Todos los activos son ocupados (Porcentaje);2002T2;90,08
18 Ceuta;Todos los activos son ocupados (Porcentaje);2002T1;88,99
19 Melilla;Todos los activos son parados (Porcentaje);2025T4;9,37
19 Melilla;Todos los activos son parados (Porcentaje);2025T3;11,36
19 Melilla;Todos los activos son parados (Porcentaje);2025T2;16,5
19 Melilla;Todos los activos son parados (Porcentaje);2025T1;17,97
19 Melilla;Todos los activos son parados (Porcentaje);2024T4;14,95
19 Melilla;Todos los activos son parados (Porcentaje);2024T3;14,15
19 Melilla;Todos los activos son parados (Porcentaje);2024T2;18,13
19 Melilla;Todos los activos son parados (Porcentaje);2024T1;20,81
19 Melilla;Todos los activos son parados (Porcentaje);2023T4;17,5
19 Melilla;Todos los activos son parados (Porcentaje);2023T3;13,27
19 Melilla;Todos los activos son parados (Porcentaje);2023T2;13,24
19 Melilla;Todos los activos son parados (Porcentaje);2023T1;14,9
19 Melilla;Todos los activos son parados (Porcentaje);2022T4;18,06
19 Melilla;Todos los activos son parados (Porcentaje);2022T3;10,11
19 Melilla;Todos los activos son parados (Porcentaje);2022T2;13,78
19 Melilla;Todos los activos son parados (Porcentaje);2022T1;8,69
19 Melilla;Todos los activos son parados (Porcentaje);2021T4;9,16
19 Melilla;Todos los activos son parados (Porcentaje);2021T3;8,7
19 Melilla;Todos los activos son parados (Porcentaje);2021T2;9,02
19 Melilla;Todos los activos son parados (Porcentaje);2021T1;15,07
19 Melilla;Todos los activos son parados (Porcentaje);2020T4;9,8
19 Melilla;Todos los activos son parados (Porcentaje);2020T3;12,24
19 Melilla;Todos los activos son parados (Porcentaje);2020T2;9,49
19 Melilla;Todos los activos son parados (Porcentaje);2020T1;13,58
19 Melilla;Todos los activos son parados (Porcentaje);2019T4;14,67
19 Melilla;Todos los activos son parados (Porcentaje);2019T3;17,72
19 Melilla;Todos los activos son parados (Porcentaje);2019T2;11,4
19 Melilla;Todos los activos son parados (Porcentaje);2019T1;13,14
19 Melilla;Todos los activos son parados (Porcentaje);2018T4;11,6
19 Melilla;Todos los activos son parados (Porcentaje);2018T3;11,96
19 Melilla;Todos los activos son parados (Porcentaje);2018T2;14,09
19 Melilla;Todos los activos son parados (Porcentaje);2018T1;13,84
19 Melilla;Todos los activos son parados (Porcentaje);2017T4;11,62
19 Melilla;Todos los activos son parados (Porcentaje);2017T3;10,16
19 Melilla;Todos los activos son parados (Porcentaje);2017T2;14,88
19 Melilla;Todos los activos son parados (Porcentaje);2017T1;15,6
19 Melilla;Todos los activos son parados (Porcentaje);2016T4;10,52
19 Melilla;Todos los activos son parados (Porcentaje);2016T3;10,72
19 Melilla;Todos los activos son parados (Porcentaje);2016T2;15,53
19 Melilla;Todos los activos son parados (Porcentaje);2016T1;15,82
19 Melilla;Todos los activos son parados (Porcentaje);2015T4;17,25
19 Melilla;Todos los activos son parados (Porcentaje);2015T3;18,84
19 Melilla;Todos los activos son parados (Porcentaje);2015T2;22,1
19 Melilla;Todos los activos son parados (Porcentaje);2015T1;20,83
19 Melilla;Todos los activos son parados (Porcentaje);2014T4;15,11
19 Melilla;Todos los activos son parados (Porcentaje);2014T3;13,77
19 Melilla;Todos los activos son parados (Porcentaje);2014T2;15,44
19 Melilla;Todos los activos son parados (Porcentaje);2014T1;9,51
19 Melilla;Todos los activos son parados (Porcentaje);2013T4;18,28
19 Melilla;Todos los activos son parados (Porcentaje);2013T3;21,62
19 Melilla;Todos los activos son parados (Porcentaje);2013T2;14,03
19 Melilla;Todos los activos son parados (Porcentaje);2013T1;19,66
19 Melilla;Todos los activos son parados (Porcentaje);2012T4;18,54
19 Melilla;Todos los activos son parados (Porcentaje);2012T3;16,98
19 Melilla;Todos los activos son parados (Porcentaje);2012T2;16,83
19 Melilla;Todos los activos son parados (Porcentaje);2012T1;12,75
19 Melilla;Todos los activos son parados (Porcentaje);2011T4;15,04
19 Melilla;Todos los activos son parados (Porcentaje);2011T3;13,86
19 Melilla;Todos los activos son parados (Porcentaje);2011T2;12,92
19 Melilla;Todos los activos son parados (Porcentaje);2011T1;10,8
19 Melilla;Todos los activos son parados (Porcentaje);2010T4;14,81
19 Melilla;Todos los activos son parados (Porcentaje);2010T3;11,38
19 Melilla;Todos los activos son parados (Porcentaje);2010T2;11,2
