Comunidades y Ciudades Autónomas;Proporción de parados;Periodo;Total
17 Rioja, La;Todos los activos son parados (Porcentaje);2023T3;6,17
17 Rioja, La;Todos los activos son parados (Porcentaje);2023T2;3,81
17 Rioja, La;Todos los activos son parados (Porcentaje);2023T1;6,92
17 Rioja, La;Todos los activos son parados (Porcentaje);2022T4;5,27
17 Rioja, La;Todos los activos son parados (Porcentaje);2022T3;4,98
17 Rioja, La;Todos los activos son parados (Porcentaje);2022T2;7,61
17 Rioja, La;Todos los activos son parados (Porcentaje);2022T1;6,7
17 Rioja, La;Todos los activos son parados (Porcentaje);2021T4;6,68
17 Rioja, La;Todos los activos son parados (Porcentaje);2021T3;8,39
17 Rioja, La;Todos los activos son parados (Porcentaje);2021T2;7,06
17 Rioja, La;Todos los activos son parados (Porcentaje);2021T1;7,36
17 Rioja, La;Todos los activos son parados (Porcentaje);2020T4;5,53
17 Rioja, La;Todos los activos son parados (Porcentaje);2020T3;5,29
17 Rioja, La;Todos los activos son parados (Porcentaje);2020T2;6,32
17 Rioja, La;Todos los activos son parados (Porcentaje);2020T1;5,62
17 Rioja, La;Todos los activos son parados (Porcentaje);2019T4;4,24
17 Rioja, La;Todos los activos son parados (Porcentaje);2019T3;5,53
17 Rioja, La;Todos los activos son parados (Porcentaje);2019T2;5,46
17 Rioja, La;Todos los activos son parados (Porcentaje);2019T1;6,83
17 Rioja, La;Todos los activos son parados (Porcentaje);2018T4;5,42
17 Rioja, La;Todos los activos son parados (Porcentaje);2018T3;5,57
17 Rioja, La;Todos los activos son parados (Porcentaje);2018T2;6,54
17 Rioja, La;Todos los activos son parados (Porcentaje);2018T1;5,87
17 Rioja, La;Todos los activos son parados (Porcentaje);2017T4;5,93
17 Rioja, La;Todos los activos son parados (Porcentaje);2017T3;6,96
17 Rioja, La;Todos los activos son parados (Porcentaje);2017T2;6,62
17 Rioja, La;Todos los activos son parados (Porcentaje);2017T1;7,55
17 Rioja, La;Todos los activos son parados (Porcentaje);2016T4;6,26
17 Rioja, La;Todos los activos son parados (Porcentaje);2016T3;7,3
17 Rioja, La;Todos los activos son parados (Porcentaje);2016T2;7,21
17 Rioja, La;Todos los activos son parados (Porcentaje);2016T1;6,1
17 Rioja, La;Todos los activos son parados (Porcentaje);2015T4;7,32
17 Rioja, La;Todos los activos son parados (Porcentaje);2015T3;7,15
17 Rioja, La;Todos los activos son parados (Porcentaje);2015T2;8,28
17 Rioja, La;Todos los activos son parados (Porcentaje);2015T1;9,32
17 Rioja, La;Todos los activos son parados (Porcentaje);2014T4;10,08
17 Rioja, La;Todos los activos son parados (Porcentaje);2014T3;9,74
17 Rioja, La;Todos los activos son parados (Porcentaje);2014T2;9,2
17 Rioja, La;Todos los activos son parados (Porcentaje);2014T1;10,06
17 Rioja, La;Todos los activos son parados (Porcentaje);2013T4;10,99
17 Rioja, La;Todos los activos son parados (Porcentaje);2013T3;10,01
17 Rioja, La;Todos los activos son parados (Porcentaje);2013T2;11,82
17 Rioja, La;Todos los activos son parados (Porcentaje);2013T1;10,3
17 Rioja, La;Todos los activos son parados (Porcentaje);2012T4;9,52
17 Rioja, La;Todos los activos son parados (Porcentaje);2012T3;10,81
17 Rioja, La;Todos los activos son parados (Porcentaje);2012T2;11,02
17 Rioja, La;Todos los activos son parados (Porcentaje);2012T1;9,76
17 Rioja, La;Todos los activos son parados (Porcentaje);2011T4;8,08
17 Rioja, La;Todos los activos son parados (Porcentaje);2011T3;9,31
17 Rioja, La;Todos los activos son parados (Porcentaje);2011T2;10,2
17 Rioja, La;Todos los activos son parados (Porcentaje);2011T1;7,91
17 Rioja, La;Todos los activos son parados (Porcentaje);2010T4;8,73
17 Rioja, La;Todos los activos son parados (Porcentaje);2010T3;6,51
17 Rioja, La;Todos los activos son parados (Porcentaje);2010T2;6,87
17 Rioja, La;Todos los activos son parados (Porcentaje);2010T1;7,67
17 Rioja, La;Todos los activos son parados (Porcentaje);2009T4;7,55
17 Rioja, La;Todos los activos son parados (Porcentaje);2009T3;7,46
17 Rioja, La;Todos los activos son parados (Porcentaje);2009T2;5,66
17 Rioja, La;Todos los activos son parados (Porcentaje);2009T1;4,82
17 Rioja, La;Todos los activos son parados (Porcentaje);2008T4;4,9
17 Rioja, La;Todos los activos son parados (Porcentaje);2008T3;2,85
17 Rioja, La;Todos los activos son parados (Porcentaje);2008T2;2,74
17 Rioja, La;Todos los activos son parados (Porcentaje);2008T1;3,09
17 Rioja, La;Todos los activos son parados (Porcentaje);2007T4;1,19
17 Rioja, La;Todos los activos son parados (Porcentaje);2007T3;2,38
17 Rioja, La;Todos los activos son parados (Porcentaje);2007T2;0,99
17 Rioja, La;Todos los activos son parados (Porcentaje);2007T1;1,86
17 Rioja, La;Todos los activos son parados (Porcentaje);2006T4;2,61
17 Rioja, La;Todos los activos son parados (Porcentaje);2006T3;1,69
17 Rioja, La;Todos los activos son parados (Porcentaje);2006T2;2,36
17 Rioja, La;Todos los activos son parados (Porcentaje);2006T1;2,16
17 Rioja, La;Todos los activos son parados (Porcentaje);2005T4;2,58
17 Rioja, La;Todos los activos son parados (Porcentaje);2005T3;1,91
17 Rioja, La;Todos los activos son parados (Porcentaje);2005T2;2,52
17 Rioja, La;Todos los activos son parados (Porcentaje);2005T1;3,7
17 Rioja, La;Todos los activos son parados (Porcentaje);2004T4;2,82
17 Rioja, La;Todos los activos son parados (Porcentaje);2004T3;4,15
17 Rioja, La;Todos los activos son parados (Porcentaje);2004T2;3,11
17 Rioja, La;Todos los activos son parados (Porcentaje);2004T1;3,25
17 Rioja, La;Todos los activos son parados (Porcentaje);2003T4;3,61
17 Rioja, La;Todos los activos son parados (Porcentaje);2003T3;2,61
17 Rioja, La;Todos los activos son parados (Porcentaje);2003T2;2,04
17 Rioja, La;Todos los activos son parados (Porcentaje);2003T1;2,52
17 Rioja, La;Todos los activos son parados (Porcentaje);2002T4;3,22
17 Rioja, La;Todos los activos son parados (Porcentaje);2002T3;3,06
17 Rioja, La;Todos los activos son parados (Porcentaje);2002T2;2,07
17 Rioja, La;Todos los activos son parados (Porcentaje);2002T1;2,56
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2025T4;10,07
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2025T3;8,41
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2025T2;9,19
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2025T1;10,29
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2024T4;10,48
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2024T3;11,28
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2024T2;10,36
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2024T1;13,43
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2023T4;11,05
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2023T3;11,15
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2023T2;8,12
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2023T1;11,96
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2022T4;10,76
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2022T3;9,13
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2022T2;12,92
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2022T1;13,44
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2021T4;12,69
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2021T3;14,29
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2021T2;13,92
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2021T1;14,6
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2020T4;11,58
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2020T3;14,66
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2020T2;12,48
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2020T1;13,13
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2019T4;11,96
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2019T3;11,5
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2019T2;12,43
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2019T1;13,43
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2018T4;12,65
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2018T3;11,85
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2018T2;13,34
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2018T1;12,45
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2017T4;13,78
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2017T3;14,65
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2017T2;13,76
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2017T1;15,54
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2016T4;13,3
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2016T3;16,92
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2016T2;17,14
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2016T1;15,74
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2015T4;15,58
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2015T3;16,64
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2015T2;20,39
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2015T1;20,32
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2014T4;21,25
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2014T3;21,81
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2014T2;21,38
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2014T1;23,51
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2013T4;24,16
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2013T3;23,87
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2013T2;24,67
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2013T1;23,43
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2012T4;23
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2012T3;24,85
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2012T2;26,53
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2012T1;23,43
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2011T4;21,34
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2011T3;20,35
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2011T2;21,73
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2011T1;19,91
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2010T4;19,93
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2010T3;16,2
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2010T2;15,34
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2010T1;18,8
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2009T4;16,16
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2009T3;14,75
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2009T2;14,01
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2009T1;12,81
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2008T4;11,6
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2008T3;9,37
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2008T2;7,69
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2008T1;7,76
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2007T4;5,78
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2007T3;5,88
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2007T2;5,59
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2007T1;7,57
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2006T4;7,21
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2006T3;6,51
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2006T2;6,96
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2006T1;6,71
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2005T4;9,01
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2005T3;5,29
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2005T2;7,64
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2005T1;8,84
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2004T4;6,16
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2004T3;7,91
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2004T2;6,27
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2004T1;8,59
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2003T4;7,92
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2003T3;6,16
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2003T2;7,09
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2003T1;8,44
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2002T4;7,14
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2002T3;9,98
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2002T2;9,38
17 Rioja, La;Al menos la mitad de los activos son parados (Porcentaje);2002T1;8,04
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2025T4;87,34
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2025T3;88,56
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2025T2;87,83
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2025T1;86,44
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2024T4;86,55
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2024T3;85,73
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2024T2;86,36
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2024T1;83,99
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2023T4;86,3
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2023T3;84,92
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2023T2;87,96
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2023T1;83,98
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2022T4;86,74
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2022T3;87,45
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2022T2;84,67
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2022T1;82,89
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2021T4;84,08
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2021T3;82,45
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2021T2;82,55
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2021T1;81,73
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2020T4;85,03
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2020T3;83,56
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2020T2;85,38
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2020T1;83,54
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2019T4;85,53
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2019T3;86,35
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2019T2;84,26
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2019T1;82,11
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2018T4;83,73
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2018T3;84,8
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2018T2;84,01
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2018T1;85,01
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2017T4;83,99
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2017T3;82,63
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2017T2;84,64
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2017T1;82,03
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2016T4;84,35
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2016T3;80,28
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2016T2;78,94
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2016T1;81,4
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2015T4;80,82
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2015T3;81,1
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2015T2;76,76
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2015T1;76,27
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2014T4;75,75
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2014T3;74,37
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2014T2;75,57
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2014T1;73,21
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2013T4;72,2
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2013T3;72,57
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2013T2;71,78
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2013T1;72,94
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2012T4;73,85
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2012T3;71,58
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2012T2;69,39
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2012T1;73,48
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2011T4;74,61
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2011T3;74,84
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2011T2;76,02
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2011T1;76,62
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2010T4;77,7
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2010T3;79,91
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2010T2;82,57
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2010T1;78,87
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2009T4;79,98
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2009T3;81,6
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2009T2;81,41
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2009T1;83,02
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2008T4;85,27
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2008T3;86,99
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2008T2;88,75
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2008T1;89,59
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2007T4;90,77
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2007T3;91,5
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2007T2;92,29
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2007T1;89,18
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2006T4;89,1
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2006T3;90,28
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2006T2;90,18
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2006T1;90,17
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2005T4;89,15
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2005T3;92,15
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2005T2;90,18
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2005T1;87,57
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2004T4;92,26
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2004T3;90
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2004T2;91,81
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2004T1;87,5
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2003T4;89,8
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2003T3;90,9
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2003T2;91,71
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2003T1;89,8
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2002T4;91,08
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2002T3;88,11
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2002T2;88,4
17 Rioja, La;Todos los activos son ocupados (Porcentaje);2002T1;89,97
18 Ceuta;Todos los activos son parados (Porcentaje);2025T4;9,61
18 Ceuta;Todos los activos son parados (Porcentaje);2025T3;10,08
18 Ceuta;Todos los activos son parados (Porcentaje);2025T2;10,38
18 Ceuta;Todos los activos son parados (Porcentaje);2025T1;15,26
18 Ceuta;Todos los activos son parados (Porcentaje);2024T4;12,33
18 Ceuta;Todos los activos son parados (Porcentaje);2024T3;17,32
18 Ceuta;Todos los activos son parados (Porcentaje);2024T2;16,43
18 Ceuta;Todos los activos son parados (Porcentaje);2024T1;16,44
18 Ceuta;Todos los activos son parados (Porcentaje);2023T4;16,12
18 Ceuta;Todos los activos son parados (Porcentaje);2023T3;13,81
18 Ceuta;Todos los activos son parados (Porcentaje);2023T2;14,41
18 Ceuta;Todos los activos son parados (Porcentaje);2023T1;15,47
18 Ceuta;Todos los activos son parados (Porcentaje);2022T4;16,6
18 Ceuta;Todos los activos son parados (Porcentaje);2022T3;14,18
18 Ceuta;Todos los activos son parados (Porcentaje);2022T2;11,73
18 Ceuta;Todos los activos son parados (Porcentaje);2022T1;11,29
18 Ceuta;Todos los activos son parados (Porcentaje);2021T4;16,5
18 Ceuta;Todos los activos son parados (Porcentaje);2021T3;11,31
18 Ceuta;Todos los activos son parados (Porcentaje);2021T2;15,34
18 Ceuta;Todos los activos son parados (Porcentaje);2021T1;12,91
18 Ceuta;Todos los activos son parados (Porcentaje);2020T4;14,03
18 Ceuta;Todos los activos son parados (Porcentaje);2020T3;17,85
18 Ceuta;Todos los activos son parados (Porcentaje);2020T2;14,07
18 Ceuta;Todos los activos son parados (Porcentaje);2020T1;15,07
18 Ceuta;Todos los activos son parados (Porcentaje);2019T4;18,52
18 Ceuta;Todos los activos son parados (Porcentaje);2019T3;18,82
18 Ceuta;Todos los activos son parados (Porcentaje);2019T2;13,49
18 Ceuta;Todos los activos son parados (Porcentaje);2019T1;8,3
18 Ceuta;Todos los activos son parados (Porcentaje);2018T4;10,02
18 Ceuta;Todos los activos son parados (Porcentaje);2018T3;11,89
18 Ceuta;Todos los activos son parados (Porcentaje);2018T2;15
18 Ceuta;Todos los activos son parados (Porcentaje);2018T1;19,09
18 Ceuta;Todos los activos son parados (Porcentaje);2017T4;16,22
18 Ceuta;Todos los activos son parados (Porcentaje);2017T3;12,45
18 Ceuta;Todos los activos son parados (Porcentaje);2017T2;9,12
18 Ceuta;Todos los activos son parados (Porcentaje);2017T1;9,55
18 Ceuta;Todos los activos son parados (Porcentaje);2016T4;11,96
18 Ceuta;Todos los activos son parados (Porcentaje);2016T3;13,04
18 Ceuta;Todos los activos son parados (Porcentaje);2016T2;17,29
18 Ceuta;Todos los activos son parados (Porcentaje);2016T1;16,48
18 Ceuta;Todos los activos son parados (Porcentaje);2015T4;13,31
18 Ceuta;Todos los activos son parados (Porcentaje);2015T3;15,61
18 Ceuta;Todos los activos son parados (Porcentaje);2015T2;12,35
18 Ceuta;Todos los activos son parados (Porcentaje);2015T1;14,76
18 Ceuta;Todos los activos son parados (Porcentaje);2014T4;15,9
18 Ceuta;Todos los activos son parados (Porcentaje);2014T3;19,25
18 Ceuta;Todos los activos son parados (Porcentaje);2014T2;19,52
18 Ceuta;Todos los activos son parados (Porcentaje);2014T1;21,33
18 Ceuta;Todos los activos son parados (Porcentaje);2013T4;20,18
18 Ceuta;Todos los activos son parados (Porcentaje);2013T3;16,59
18 Ceuta;Todos los activos son parados (Porcentaje);2013T2;18,71
18 Ceuta;Todos los activos son parados (Porcentaje);2013T1;18,54
18 Ceuta;Todos los activos son parados (Porcentaje);2012T4;21,46
18 Ceuta;Todos los activos son parados (Porcentaje);2012T3;20,24
18 Ceuta;Todos los activos son parados (Porcentaje);2012T2;20,69
18 Ceuta;Todos los activos son parados (Porcentaje);2012T1;17,04
18 Ceuta;Todos los activos son parados (Porcentaje);2011T4;11,54
18 Ceuta;Todos los activos son parados (Porcentaje);2011T3;14,83
18 Ceuta;Todos los activos son parados (Porcentaje);2011T2;13,14
18 Ceuta;Todos los activos son parados (Porcentaje);2011T1;12,42
18 Ceuta;Todos los activos son parados (Porcentaje);2010T4;11,53
18 Ceuta;Todos los activos son parados (Porcentaje);2010T3;7,7
18 Ceuta;Todos los activos son parados (Porcentaje);2010T2;11,58
18 Ceuta;Todos los activos son parados (Porcentaje);2010T1;8,04
18 Ceuta;Todos los activos son parados (Porcentaje);2009T4;10,48
18 Ceuta;Todos los activos son parados (Porcentaje);2009T3;5,01
18 Ceuta;Todos los activos son parados (Porcentaje);2009T2;4,5
18 Ceuta;Todos los activos son parados (Porcentaje);2009T1;6,53
18 Ceuta;Todos los activos son parados (Porcentaje);2008T4;4,56
18 Ceuta;Todos los activos son parados (Porcentaje);2008T3;3,89
18 Ceuta;Todos los activos son parados (Porcentaje);2008T2;3,19
18 Ceuta;Todos los activos son parados (Porcentaje);2008T1;5,88
18 Ceuta;Todos los activos son parados (Porcentaje);2007T4;7,55
18 Ceuta;Todos los activos son parados (Porcentaje);2007T3;7,2
18 Ceuta;Todos los activos son parados (Porcentaje);2007T2;9,57
18 Ceuta;Todos los activos son parados (Porcentaje);2007T1;11,15
18 Ceuta;Todos los activos son parados (Porcentaje);2006T4;6,98
18 Ceuta;Todos los activos son parados (Porcentaje);2006T3;4,58
18 Ceuta;Todos los activos son parados (Porcentaje);2006T2;9,04
18 Ceuta;Todos los activos son parados (Porcentaje);2006T1;10,28
18 Ceuta;Todos los activos son parados (Porcentaje);2005T4;4,28
18 Ceuta;Todos los activos son parados (Porcentaje);2005T3;4,33
18 Ceuta;Todos los activos son parados (Porcentaje);2005T2;9,74
18 Ceuta;Todos los activos son parados (Porcentaje);2005T1;8,39
18 Ceuta;Todos los activos son parados (Porcentaje);2004T4;2,04
18 Ceuta;Todos los activos son parados (Porcentaje);2004T3;4,16
18 Ceuta;Todos los activos son parados (Porcentaje);2004T2;6,74
18 Ceuta;Todos los activos son parados (Porcentaje);2004T1;8,02
18 Ceuta;Todos los activos son parados (Porcentaje);2003T4;8,61
18 Ceuta;Todos los activos son parados (Porcentaje);2003T3;3,26
18 Ceuta;Todos los activos son parados (Porcentaje);2003T2;2,42
18 Ceuta;Todos los activos son parados (Porcentaje);2003T1;1,22
18 Ceuta;Todos los activos son parados (Porcentaje);2002T4;2,12
18 Ceuta;Todos los activos son parados (Porcentaje);2002T3;1,79
18 Ceuta;Todos los activos son parados (Porcentaje);2002T2;5,39
18 Ceuta;Todos los activos son parados (Porcentaje);2002T1;2,98
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2025T4;28,11
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2025T3;27,36
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2025T2;24,69
18 Ceuta;Al menos la mitad de los activos son parados (Porcentaje);2025T1;30,87
