Sexo;Edad;Clase principal de la inactividad;Periodo;Total
Ambos sexos;Total;Incapacitado permanente;2004T4;875,7
Ambos sexos;Total;Incapacitado permanente;2004T3;889
Ambos sexos;Total;Incapacitado permanente;2004T2;885,3
Ambos sexos;Total;Incapacitado permanente;2004T1;886,6
Ambos sexos;Total;Incapacitado permanente;2003T4;834,1
Ambos sexos;Total;Incapacitado permanente;2003T3;851,9
Ambos sexos;Total;Incapacitado permanente;2003T2;873,2
Ambos sexos;Total;Incapacitado permanente;2003T1;884,9
Ambos sexos;Total;Incapacitado permanente;2002T4;897,4
Ambos sexos;Total;Incapacitado permanente;2002T3;908,2
Ambos sexos;Total;Incapacitado permanente;2002T2;927,4
Ambos sexos;Total;Incapacitado permanente;2002T1;850,9
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2026T1;1.716,1
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2025T4;1.726,2
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2025T3;1.743
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2025T2;1.760,2
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2025T1;1.775,7
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2024T4;1.791,1
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2024T3;1.803,7
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2024T2;1.779,4
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2024T1;1.749,9
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2023T4;1.817,8
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2023T3;1.849,7
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2023T2;1.842,9
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2023T1;1.824,1
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2022T4;1.866,5
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2022T3;1.825,3
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2022T2;1.861,8
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2022T1;1.872,4
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2021T4;1.821,7
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2021T3;1.775
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2021T2;1.665,8
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2021T1;1.692,7
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2020T4;1.636,2
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2020T3;1.654,5
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2020T2;1.674,7
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2020T1;1.635,2
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2019T4;1.629,9
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2019T3;1.654,7
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2019T2;1.632,4
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2019T1;1.635,9
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2018T4;1.610,6
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2018T3;1.658,2
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2018T2;1.669,8
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2018T1;1.719,6
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2017T4;1.712,9
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2017T3;1.704,2
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2017T2;1.706,6
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2017T1;1.714,2
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2016T4;1.754,7
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2016T3;1.739,1
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2016T2;1.723,9
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2016T1;1.778,5
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2015T4;1.774,8
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2015T3;1.786,6
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2015T2;1.739,1
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2015T1;1.773,5
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2014T4;1.741,1
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2014T3;1.764,3
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2014T2;1.764,6
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2014T1;1.735,7
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2013T4;1.731
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2013T3;1.786,3
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2013T2;1.753,6
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2013T1;1.785
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2012T4;1.817,4
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2012T3;1.824,1
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2012T2;1.808,4
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2012T1;1.821,2
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2011T4;1.814,9
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2011T3;1.814,5
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2011T2;1.776,9
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2011T1;1.786,9
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2010T4;1.806,4
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2010T3;1.803,3
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2010T2;1.826,5
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2010T1;1.777
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2009T4;1.805
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2009T3;1.876,3
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2009T2;1.831,1
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2009T1;1.827,5
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2008T4;1.794,1
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2008T3;1.793,5
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2008T2;1.781,9
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2008T1;1.816,8
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2007T4;1.820,3
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2007T3;1.806,2
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2007T2;1.795
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2007T1;1.791
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2006T4;1.871,4
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2006T3;1.890,5
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2006T2;1.897,7
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2006T1;1.845,8
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2005T4;1.837,6
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2005T3;1.887,1
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2005T2;1.861,9
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2005T1;1.845,3
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2004T4;1.982,4
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2004T3;1.980,4
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2004T2;1.956,2
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2004T1;1.936,4
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2003T4;1.958,5
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2003T3;1.934,4
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2003T2;1.921,9
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2003T1;1.923,3
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2002T4;1.906,6
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2002T3;1.926,9
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2002T2;1.881
Ambos sexos;Total;Perceptor de pensión distinta de la de jubilación o prejubilación;2002T1;1.971,7
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2026T1;5,1
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2025T4;6,2
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2025T3;4,1
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2025T2;5,9
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2025T1;4
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2024T4;7,1
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2024T3;3,3
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2024T2;1,5
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2024T1;8,3
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2023T4;2,7
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2023T3;5,7
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2023T2;4,9
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2023T1;6
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2022T4;4,7
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2022T3;5,7
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2022T2;5,6
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2022T1;3,8
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2021T4;9,1
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2021T3;8,7
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2021T2;8,2
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2021T1;7,1
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2020T4;4,8
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2020T3;7,8
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2020T2;4,8
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2020T1;4,1
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2019T4;7,3
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2019T3;5,9
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2019T2;6,2
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2019T1;6,3
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2018T4;8,4
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2018T3;9,6
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2018T2;8
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2018T1;11,7
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2017T4;8,4
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2017T3;8,5
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2017T2;4,6
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2017T1;4,6
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2016T4;3,7
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2016T3;3,8
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2016T2;5,6
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2016T1;9,3
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2015T4;6,2
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2015T3;6,1
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2015T2;6
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2015T1;5,4
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2014T4;5,9
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2014T3;6,1
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2014T2;3,9
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2014T1;9,9
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2013T4;10,2
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2013T3;7,5
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2013T2;5,3
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2013T1;2,8
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2012T4;6,2
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2012T3;5
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2012T2;7,7
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2012T1;7
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2011T4;4,7
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2011T3;5,6
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2011T2;5,6
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2011T1;4,9
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2010T4;4,4
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2010T3;4,1
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2010T2;7,5
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2010T1;4,2
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2009T4;4,8
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2009T3;7,5
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2009T2;7
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2009T1;5,5
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2008T4;4,5
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2008T3;8,2
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2008T2;5,8
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2008T1;4,4
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2007T4;6,8
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2007T3;6,6
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2007T2;9
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2007T1;8,7
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2006T4;6,1
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2006T3;5,1
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2006T2;6,1
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2006T1;5,7
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2005T4;12,7
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2005T3;10,2
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2005T2;5,7
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2005T1;13
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2004T4;4,8
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2004T3;6,1
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2004T2;2,8
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2004T1;1,5
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2003T4;3,4
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2003T3;5,9
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2003T2;3,6
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2003T1;2,6
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2002T4;5,9
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2002T3;3,9
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2002T2;2,1
Ambos sexos;Total;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2002T1;2,8
Ambos sexos;Total;Otras;2026T1;524,3
Ambos sexos;Total;Otras;2025T4;501,3
Ambos sexos;Total;Otras;2025T3;495,4
Ambos sexos;Total;Otras;2025T2;470,6
Ambos sexos;Total;Otras;2025T1;506,5
Ambos sexos;Total;Otras;2024T4;479,5
Ambos sexos;Total;Otras;2024T3;507,9
Ambos sexos;Total;Otras;2024T2;499,5
Ambos sexos;Total;Otras;2024T1;507,8
Ambos sexos;Total;Otras;2023T4;505,2
Ambos sexos;Total;Otras;2023T3;540
Ambos sexos;Total;Otras;2023T2;448,2
Ambos sexos;Total;Otras;2023T1;484,6
Ambos sexos;Total;Otras;2022T4;502,6
Ambos sexos;Total;Otras;2022T3;529
Ambos sexos;Total;Otras;2022T2;454,6
Ambos sexos;Total;Otras;2022T1;468,7
Ambos sexos;Total;Otras;2021T4;422,4
Ambos sexos;Total;Otras;2021T3;497,4
Ambos sexos;Total;Otras;2021T2;460,8
Ambos sexos;Total;Otras;2021T1;512,1
Ambos sexos;Total;Otras;2020T4;463,2
Ambos sexos;Total;Otras;2020T3;574
Ambos sexos;Total;Otras;2020T2;783,9
Ambos sexos;Total;Otras;2020T1;575,9
Ambos sexos;Total;Otras;2019T4;407,2
Ambos sexos;Total;Otras;2019T3;506,9
Ambos sexos;Total;Otras;2019T2;426,8
Ambos sexos;Total;Otras;2019T1;445,8
Ambos sexos;Total;Otras;2018T4;451,2
Ambos sexos;Total;Otras;2018T3;481,9
