Edad;Sexo;Unidad;Periodo;Total
Total;Mujeres;Porcentaje;2019T2;100,0
Total;Mujeres;Porcentaje;2019T1;100,0
Total;Mujeres;Porcentaje;2018T4;100,0
Total;Mujeres;Porcentaje;2018T3;100,0
Total;Mujeres;Porcentaje;2018T2;100,0
Total;Mujeres;Porcentaje;2018T1;100,0
Total;Mujeres;Porcentaje;2017T4;100,0
Total;Mujeres;Porcentaje;2017T3;100,0
Total;Mujeres;Porcentaje;2017T2;100,0
Total;Mujeres;Porcentaje;2017T1;100,0
Total;Mujeres;Porcentaje;2016T4;100,0
Total;Mujeres;Porcentaje;2016T3;100,0
Total;Mujeres;Porcentaje;2016T2;100,0
Total;Mujeres;Porcentaje;2016T1;100,0
Total;Mujeres;Porcentaje;2015T4;100,0
Total;Mujeres;Porcentaje;2015T3;100,0
Total;Mujeres;Porcentaje;2015T2;100,0
Total;Mujeres;Porcentaje;2015T1;100,0
Total;Mujeres;Porcentaje;2014T4;100,0
Total;Mujeres;Porcentaje;2014T3;100,0
Total;Mujeres;Porcentaje;2014T2;100,0
Total;Mujeres;Porcentaje;2014T1;100,0
Total;Mujeres;Porcentaje;2013T4;100,0
Total;Mujeres;Porcentaje;2013T3;100,0
Total;Mujeres;Porcentaje;2013T2;100,0
Total;Mujeres;Porcentaje;2013T1;100,0
Total;Mujeres;Porcentaje;2012T4;100,0
Total;Mujeres;Porcentaje;2012T3;100,0
Total;Mujeres;Porcentaje;2012T2;100,0
Total;Mujeres;Porcentaje;2012T1;100,0
Total;Mujeres;Porcentaje;2011T4;100,0
Total;Mujeres;Porcentaje;2011T3;100,0
Total;Mujeres;Porcentaje;2011T2;100,0
Total;Mujeres;Porcentaje;2011T1;100,0
Total;Mujeres;Porcentaje;2010T4;100,0
Total;Mujeres;Porcentaje;2010T3;100,0
Total;Mujeres;Porcentaje;2010T2;100,0
Total;Mujeres;Porcentaje;2010T1;100,0
Total;Mujeres;Porcentaje;2009T4;100,0
Total;Mujeres;Porcentaje;2009T3;100,0
Total;Mujeres;Porcentaje;2009T2;100,0
Total;Mujeres;Porcentaje;2009T1;100,0
Total;Mujeres;Porcentaje;2008T4;100,0
Total;Mujeres;Porcentaje;2008T3;100,0
Total;Mujeres;Porcentaje;2008T2;100,0
Total;Mujeres;Porcentaje;2008T1;100,0
Total;Mujeres;Porcentaje;2007T4;100,0
Total;Mujeres;Porcentaje;2007T3;100,0
Total;Mujeres;Porcentaje;2007T2;100,0
Total;Mujeres;Porcentaje;2007T1;100,0
Total;Mujeres;Porcentaje;2006T4;100,0
Total;Mujeres;Porcentaje;2006T3;100,0
Total;Mujeres;Porcentaje;2006T2;100,0
Total;Mujeres;Porcentaje;2006T1;100,0
Total;Mujeres;Porcentaje;2005T4;100,0
Total;Mujeres;Porcentaje;2005T3;100,0
Total;Mujeres;Porcentaje;2005T2;100,0
Total;Mujeres;Porcentaje;2005T1;100,0
Total;Mujeres;Porcentaje;2004T4;100,0
Total;Mujeres;Porcentaje;2004T3;100,0
Total;Mujeres;Porcentaje;2004T2;100,0
Total;Mujeres;Porcentaje;2004T1;100,0
Total;Mujeres;Porcentaje;2003T4;100,0
Total;Mujeres;Porcentaje;2003T3;100,0
Total;Mujeres;Porcentaje;2003T2;100,0
Total;Mujeres;Porcentaje;2003T1;100,0
Total;Mujeres;Porcentaje;2002T4;100,0
Total;Mujeres;Porcentaje;2002T3;100,0
Total;Mujeres;Porcentaje;2002T2;100,0
Total;Mujeres;Porcentaje;2002T1;100,0
De 16 a 19 años;Ambos sexos;Valor absoluto;2026T1;1.870,7
De 16 a 19 años;Ambos sexos;Valor absoluto;2025T4;1.880,9
De 16 a 19 años;Ambos sexos;Valor absoluto;2025T3;1.756,9
De 16 a 19 años;Ambos sexos;Valor absoluto;2025T2;1.837,4
De 16 a 19 años;Ambos sexos;Valor absoluto;2025T1;1.888,5
De 16 a 19 años;Ambos sexos;Valor absoluto;2024T4;1.850,1
De 16 a 19 años;Ambos sexos;Valor absoluto;2024T3;1.745,2
De 16 a 19 años;Ambos sexos;Valor absoluto;2024T2;1.791,7
De 16 a 19 años;Ambos sexos;Valor absoluto;2024T1;1.791,5
De 16 a 19 años;Ambos sexos;Valor absoluto;2023T4;1.799,4
De 16 a 19 años;Ambos sexos;Valor absoluto;2023T3;1.668,0
De 16 a 19 años;Ambos sexos;Valor absoluto;2023T2;1.716,9
De 16 a 19 años;Ambos sexos;Valor absoluto;2023T1;1.767,1
De 16 a 19 años;Ambos sexos;Valor absoluto;2022T4;1.756,2
De 16 a 19 años;Ambos sexos;Valor absoluto;2022T3;1.670,5
De 16 a 19 años;Ambos sexos;Valor absoluto;2022T2;1.667,1
De 16 a 19 años;Ambos sexos;Valor absoluto;2022T1;1.690,7
De 16 a 19 años;Ambos sexos;Valor absoluto;2021T4;1.695,6
De 16 a 19 años;Ambos sexos;Valor absoluto;2021T3;1.602,3
De 16 a 19 años;Ambos sexos;Valor absoluto;2021T2;1.656,9
De 16 a 19 años;Ambos sexos;Valor absoluto;2021T1;1.697,4
De 16 a 19 años;Ambos sexos;Valor absoluto;2020T4;1.712,9
De 16 a 19 años;Ambos sexos;Valor absoluto;2020T3;1.655,0
De 16 a 19 años;Ambos sexos;Valor absoluto;2020T2;1.719,0
De 16 a 19 años;Ambos sexos;Valor absoluto;2020T1;1.662,0
De 16 a 19 años;Ambos sexos;Valor absoluto;2019T4;1.634,6
De 16 a 19 años;Ambos sexos;Valor absoluto;2019T3;1.573,5
De 16 a 19 años;Ambos sexos;Valor absoluto;2019T2;1.590,4
De 16 a 19 años;Ambos sexos;Valor absoluto;2019T1;1.604,8
De 16 a 19 años;Ambos sexos;Valor absoluto;2018T4;1.585,1
De 16 a 19 años;Ambos sexos;Valor absoluto;2018T3;1.524,3
De 16 a 19 años;Ambos sexos;Valor absoluto;2018T2;1.544,3
De 16 a 19 años;Ambos sexos;Valor absoluto;2018T1;1.567,7
De 16 a 19 años;Ambos sexos;Valor absoluto;2017T4;1.534,4
De 16 a 19 años;Ambos sexos;Valor absoluto;2017T3;1.485,4
De 16 a 19 años;Ambos sexos;Valor absoluto;2017T2;1.523,0
De 16 a 19 años;Ambos sexos;Valor absoluto;2017T1;1.536,8
De 16 a 19 años;Ambos sexos;Valor absoluto;2016T4;1.522,3
De 16 a 19 años;Ambos sexos;Valor absoluto;2016T3;1.480,7
De 16 a 19 años;Ambos sexos;Valor absoluto;2016T2;1.508,9
De 16 a 19 años;Ambos sexos;Valor absoluto;2016T1;1.510,7
De 16 a 19 años;Ambos sexos;Valor absoluto;2015T4;1.493,1
De 16 a 19 años;Ambos sexos;Valor absoluto;2015T3;1.429,7
De 16 a 19 años;Ambos sexos;Valor absoluto;2015T2;1.462,6
De 16 a 19 años;Ambos sexos;Valor absoluto;2015T1;1.471,6
De 16 a 19 años;Ambos sexos;Valor absoluto;2014T4;1.461,8
De 16 a 19 años;Ambos sexos;Valor absoluto;2014T3;1.435,2
De 16 a 19 años;Ambos sexos;Valor absoluto;2014T2;1.465,5
De 16 a 19 años;Ambos sexos;Valor absoluto;2014T1;1.466,7
De 16 a 19 años;Ambos sexos;Valor absoluto;2013T4;1.445,6
De 16 a 19 años;Ambos sexos;Valor absoluto;2013T3;1.395,2
De 16 a 19 años;Ambos sexos;Valor absoluto;2013T2;1.445,3
De 16 a 19 años;Ambos sexos;Valor absoluto;2013T1;1.457,3
De 16 a 19 años;Ambos sexos;Valor absoluto;2012T4;1.477,2
De 16 a 19 años;Ambos sexos;Valor absoluto;2012T3;1.412,2
De 16 a 19 años;Ambos sexos;Valor absoluto;2012T2;1.436,9
De 16 a 19 años;Ambos sexos;Valor absoluto;2012T1;1.467,9
De 16 a 19 años;Ambos sexos;Valor absoluto;2011T4;1.477,0
De 16 a 19 años;Ambos sexos;Valor absoluto;2011T3;1.389,9
De 16 a 19 años;Ambos sexos;Valor absoluto;2011T2;1.438,1
De 16 a 19 años;Ambos sexos;Valor absoluto;2011T1;1.465,7
De 16 a 19 años;Ambos sexos;Valor absoluto;2010T4;1.462,0
De 16 a 19 años;Ambos sexos;Valor absoluto;2010T3;1.404,3
De 16 a 19 años;Ambos sexos;Valor absoluto;2010T2;1.405,2
De 16 a 19 años;Ambos sexos;Valor absoluto;2010T1;1.438,0
De 16 a 19 años;Ambos sexos;Valor absoluto;2009T4;1.454,9
De 16 a 19 años;Ambos sexos;Valor absoluto;2009T3;1.354,7
De 16 a 19 años;Ambos sexos;Valor absoluto;2009T2;1.377,4
De 16 a 19 años;Ambos sexos;Valor absoluto;2009T1;1.381,0
De 16 a 19 años;Ambos sexos;Valor absoluto;2008T4;1.364,9
De 16 a 19 años;Ambos sexos;Valor absoluto;2008T3;1.261,9
De 16 a 19 años;Ambos sexos;Valor absoluto;2008T2;1.317,9
De 16 a 19 años;Ambos sexos;Valor absoluto;2008T1;1.342,2
De 16 a 19 años;Ambos sexos;Valor absoluto;2007T4;1.339,5
De 16 a 19 años;Ambos sexos;Valor absoluto;2007T3;1.245,5
De 16 a 19 años;Ambos sexos;Valor absoluto;2007T2;1.297,1
De 16 a 19 años;Ambos sexos;Valor absoluto;2007T1;1.350,3
De 16 a 19 años;Ambos sexos;Valor absoluto;2006T4;1.330,9
De 16 a 19 años;Ambos sexos;Valor absoluto;2006T3;1.257,0
De 16 a 19 años;Ambos sexos;Valor absoluto;2006T2;1.316,0
De 16 a 19 años;Ambos sexos;Valor absoluto;2006T1;1.360,1
De 16 a 19 años;Ambos sexos;Valor absoluto;2005T4;1.348,6
De 16 a 19 años;Ambos sexos;Valor absoluto;2005T3;1.277,6
De 16 a 19 años;Ambos sexos;Valor absoluto;2005T2;1.325,1
De 16 a 19 años;Ambos sexos;Valor absoluto;2005T1;1.373,5
De 16 a 19 años;Ambos sexos;Valor absoluto;2004T4;1.407,6
De 16 a 19 años;Ambos sexos;Valor absoluto;2004T3;1.364,4
De 16 a 19 años;Ambos sexos;Valor absoluto;2004T2;1.432,7
De 16 a 19 años;Ambos sexos;Valor absoluto;2004T1;1.448,3
De 16 a 19 años;Ambos sexos;Valor absoluto;2003T4;1.437,0
De 16 a 19 años;Ambos sexos;Valor absoluto;2003T3;1.404,2
De 16 a 19 años;Ambos sexos;Valor absoluto;2003T2;1.444,2
De 16 a 19 años;Ambos sexos;Valor absoluto;2003T1;1.474,8
De 16 a 19 años;Ambos sexos;Valor absoluto;2002T4;1.464,4
De 16 a 19 años;Ambos sexos;Valor absoluto;2002T3;1.434,7
De 16 a 19 años;Ambos sexos;Valor absoluto;2002T2;1.495,8
De 16 a 19 años;Ambos sexos;Valor absoluto;2002T1;1.493,6
De 16 a 19 años;Ambos sexos;Porcentaje;2026T1;10,7
De 16 a 19 años;Ambos sexos;Porcentaje;2025T4;10,8
De 16 a 19 años;Ambos sexos;Porcentaje;2025T3;10,2
De 16 a 19 años;Ambos sexos;Porcentaje;2025T2;10,7
De 16 a 19 años;Ambos sexos;Porcentaje;2025T1;10,9
De 16 a 19 años;Ambos sexos;Porcentaje;2024T4;10,7
De 16 a 19 años;Ambos sexos;Porcentaje;2024T3;10,2
De 16 a 19 años;Ambos sexos;Porcentaje;2024T2;10,5
De 16 a 19 años;Ambos sexos;Porcentaje;2024T1;10,5
De 16 a 19 años;Ambos sexos;Porcentaje;2023T4;10,6
De 16 a 19 años;Ambos sexos;Porcentaje;2023T3;10,0
De 16 a 19 años;Ambos sexos;Porcentaje;2023T2;10,2
De 16 a 19 años;Ambos sexos;Porcentaje;2023T1;10,4
De 16 a 19 años;Ambos sexos;Porcentaje;2022T4;10,4
De 16 a 19 años;Ambos sexos;Porcentaje;2022T3;10,0
De 16 a 19 años;Ambos sexos;Porcentaje;2022T2;10,0
De 16 a 19 años;Ambos sexos;Porcentaje;2022T1;10,1
De 16 a 19 años;Ambos sexos;Porcentaje;2021T4;10,2
De 16 a 19 años;Ambos sexos;Porcentaje;2021T3;9,8
De 16 a 19 años;Ambos sexos;Porcentaje;2021T2;10,0
De 16 a 19 años;Ambos sexos;Porcentaje;2021T1;10,0
De 16 a 19 años;Ambos sexos;Porcentaje;2020T4;10,3
De 16 a 19 años;Ambos sexos;Porcentaje;2020T3;9,9
De 16 a 19 años;Ambos sexos;Porcentaje;2020T2;9,8
De 16 a 19 años;Ambos sexos;Porcentaje;2020T1;10,1
De 16 a 19 años;Ambos sexos;Porcentaje;2019T4;10,0
De 16 a 19 años;Ambos sexos;Porcentaje;2019T3;9,7
De 16 a 19 años;Ambos sexos;Porcentaje;2019T2;9,8
De 16 a 19 años;Ambos sexos;Porcentaje;2019T1;9,9
De 16 a 19 años;Ambos sexos;Porcentaje;2018T4;9,8
De 16 a 19 años;Ambos sexos;Porcentaje;2018T3;9,5
De 16 a 19 años;Ambos sexos;Porcentaje;2018T2;9,7
De 16 a 19 años;Ambos sexos;Porcentaje;2018T1;9,7
De 16 a 19 años;Ambos sexos;Porcentaje;2017T4;9,6
De 16 a 19 años;Ambos sexos;Porcentaje;2017T3;9,4
De 16 a 19 años;Ambos sexos;Porcentaje;2017T2;9,6
De 16 a 19 años;Ambos sexos;Porcentaje;2017T1;9,7
De 16 a 19 años;Ambos sexos;Porcentaje;2016T4;9,6
De 16 a 19 años;Ambos sexos;Porcentaje;2016T3;9,4
De 16 a 19 años;Ambos sexos;Porcentaje;2016T2;9,7
De 16 a 19 años;Ambos sexos;Porcentaje;2016T1;9,6
De 16 a 19 años;Ambos sexos;Porcentaje;2015T4;9,6
De 16 a 19 años;Ambos sexos;Porcentaje;2015T3;9,2
De 16 a 19 años;Ambos sexos;Porcentaje;2015T2;9,4
De 16 a 19 años;Ambos sexos;Porcentaje;2015T1;9,4
De 16 a 19 años;Ambos sexos;Porcentaje;2014T4;9,4
De 16 a 19 años;Ambos sexos;Porcentaje;2014T3;9,2
De 16 a 19 años;Ambos sexos;Porcentaje;2014T2;9,4
De 16 a 19 años;Ambos sexos;Porcentaje;2014T1;9,4
De 16 a 19 años;Ambos sexos;Porcentaje;2013T4;9,3
De 16 a 19 años;Ambos sexos;Porcentaje;2013T3;9,0
De 16 a 19 años;Ambos sexos;Porcentaje;2013T2;9,3
De 16 a 19 años;Ambos sexos;Porcentaje;2013T1;9,4
De 16 a 19 años;Ambos sexos;Porcentaje;2012T4;9,6
De 16 a 19 años;Ambos sexos;Porcentaje;2012T3;9,2
De 16 a 19 años;Ambos sexos;Porcentaje;2012T2;9,4
De 16 a 19 años;Ambos sexos;Porcentaje;2012T1;9,5
De 16 a 19 años;Ambos sexos;Porcentaje;2011T4;9,6
De 16 a 19 años;Ambos sexos;Porcentaje;2011T3;9,0
De 16 a 19 años;Ambos sexos;Porcentaje;2011T2;9,4
De 16 a 19 años;Ambos sexos;Porcentaje;2011T1;9,5
De 16 a 19 años;Ambos sexos;Porcentaje;2010T4;9,5
De 16 a 19 años;Ambos sexos;Porcentaje;2010T3;9,1
De 16 a 19 años;Ambos sexos;Porcentaje;2010T2;9,2
De 16 a 19 años;Ambos sexos;Porcentaje;2010T1;9,3
De 16 a 19 años;Ambos sexos;Porcentaje;2009T4;9,4
De 16 a 19 años;Ambos sexos;Porcentaje;2009T3;8,8
De 16 a 19 años;Ambos sexos;Porcentaje;2009T2;9,0
De 16 a 19 años;Ambos sexos;Porcentaje;2009T1;9,0
De 16 a 19 años;Ambos sexos;Porcentaje;2008T4;8,9
De 16 a 19 años;Ambos sexos;Porcentaje;2008T3;8,3
De 16 a 19 años;Ambos sexos;Porcentaje;2008T2;8,6
De 16 a 19 años;Ambos sexos;Porcentaje;2008T1;8,7
De 16 a 19 años;Ambos sexos;Porcentaje;2007T4;8,7
De 16 a 19 años;Ambos sexos;Porcentaje;2007T3;8,1
De 16 a 19 años;Ambos sexos;Porcentaje;2007T2;8,4
De 16 a 19 años;Ambos sexos;Porcentaje;2007T1;8,7
De 16 a 19 años;Ambos sexos;Porcentaje;2006T4;8,7
De 16 a 19 años;Ambos sexos;Porcentaje;2006T3;8,2
De 16 a 19 años;Ambos sexos;Porcentaje;2006T2;8,6
De 16 a 19 años;Ambos sexos;Porcentaje;2006T1;8,8
De 16 a 19 años;Ambos sexos;Porcentaje;2005T4;8,7
De 16 a 19 años;Ambos sexos;Porcentaje;2005T3;8,3
De 16 a 19 años;Ambos sexos;Porcentaje;2005T2;8,6
De 16 a 19 años;Ambos sexos;Porcentaje;2005T1;8,9
De 16 a 19 años;Ambos sexos;Porcentaje;2004T4;9,1
De 16 a 19 años;Ambos sexos;Porcentaje;2004T3;8,8
De 16 a 19 años;Ambos sexos;Porcentaje;2004T2;9,2
De 16 a 19 años;Ambos sexos;Porcentaje;2004T1;9,3
De 16 a 19 años;Ambos sexos;Porcentaje;2003T4;9,2
De 16 a 19 años;Ambos sexos;Porcentaje;2003T3;9,0
De 16 a 19 años;Ambos sexos;Porcentaje;2003T2;9,2
De 16 a 19 años;Ambos sexos;Porcentaje;2003T1;9,4
De 16 a 19 años;Ambos sexos;Porcentaje;2002T4;9,3
De 16 a 19 años;Ambos sexos;Porcentaje;2002T3;9,1
De 16 a 19 años;Ambos sexos;Porcentaje;2002T2;9,5
De 16 a 19 años;Ambos sexos;Porcentaje;2002T1;9,4
De 16 a 19 años;Hombres;Valor absoluto;2026T1;932,4
De 16 a 19 años;Hombres;Valor absoluto;2025T4;950,1
De 16 a 19 años;Hombres;Valor absoluto;2025T3;905,0
De 16 a 19 años;Hombres;Valor absoluto;2025T2;933,8
De 16 a 19 años;Hombres;Valor absoluto;2025T1;958,7
De 16 a 19 años;Hombres;Valor absoluto;2024T4;928,1
De 16 a 19 años;Hombres;Valor absoluto;2024T3;887,5
De 16 a 19 años;Hombres;Valor absoluto;2024T2;904,2
De 16 a 19 años;Hombres;Valor absoluto;2024T1;906,1
De 16 a 19 años;Hombres;Valor absoluto;2023T4;907,5
De 16 a 19 años;Hombres;Valor absoluto;2023T3;833,8
De 16 a 19 años;Hombres;Valor absoluto;2023T2;870,7
De 16 a 19 años;Hombres;Valor absoluto;2023T1;904,7
De 16 a 19 años;Hombres;Valor absoluto;2022T4;884,3
De 16 a 19 años;Hombres;Valor absoluto;2022T3;841,2
De 16 a 19 años;Hombres;Valor absoluto;2022T2;850,3
De 16 a 19 años;Hombres;Valor absoluto;2022T1;853,7
De 16 a 19 años;Hombres;Valor absoluto;2021T4;857,6
De 16 a 19 años;Hombres;Valor absoluto;2021T3;813,4
De 16 a 19 años;Hombres;Valor absoluto;2021T2;832,1
De 16 a 19 años;Hombres;Valor absoluto;2021T1;857,7
De 16 a 19 años;Hombres;Valor absoluto;2020T4;869,4
De 16 a 19 años;Hombres;Valor absoluto;2020T3;830,4
De 16 a 19 años;Hombres;Valor absoluto;2020T2;867,4
De 16 a 19 años;Hombres;Valor absoluto;2020T1;831,5
De 16 a 19 años;Hombres;Valor absoluto;2019T4;824,9
De 16 a 19 años;Hombres;Valor absoluto;2019T3;796,8
De 16 a 19 años;Hombres;Valor absoluto;2019T2;805,1
De 16 a 19 años;Hombres;Valor absoluto;2019T1;815,5
De 16 a 19 años;Hombres;Valor absoluto;2018T4;804,7
De 16 a 19 años;Hombres;Valor absoluto;2018T3;770,1
De 16 a 19 años;Hombres;Valor absoluto;2018T2;781,0
De 16 a 19 años;Hombres;Valor absoluto;2018T1;795,1
De 16 a 19 años;Hombres;Valor absoluto;2017T4;776,2
De 16 a 19 años;Hombres;Valor absoluto;2017T3;743,9
De 16 a 19 años;Hombres;Valor absoluto;2017T2;766,8
De 16 a 19 años;Hombres;Valor absoluto;2017T1;770,4
De 16 a 19 años;Hombres;Valor absoluto;2016T4;771,3
De 16 a 19 años;Hombres;Valor absoluto;2016T3;748,9
De 16 a 19 años;Hombres;Valor absoluto;2016T2;759,2
De 16 a 19 años;Hombres;Valor absoluto;2016T1;759,9
De 16 a 19 años;Hombres;Valor absoluto;2015T4;752,8
De 16 a 19 años;Hombres;Valor absoluto;2015T3;716,4
De 16 a 19 años;Hombres;Valor absoluto;2015T2;736,8
De 16 a 19 años;Hombres;Valor absoluto;2015T1;742,9
De 16 a 19 años;Hombres;Valor absoluto;2014T4;744,3
De 16 a 19 años;Hombres;Valor absoluto;2014T3;727,7
De 16 a 19 años;Hombres;Valor absoluto;2014T2;736,3
De 16 a 19 años;Hombres;Valor absoluto;2014T1;739,0
De 16 a 19 años;Hombres;Valor absoluto;2013T4;728,8
De 16 a 19 años;Hombres;Valor absoluto;2013T3;705,6
De 16 a 19 años;Hombres;Valor absoluto;2013T2;722,3
De 16 a 19 años;Hombres;Valor absoluto;2013T1;727,2
De 16 a 19 años;Hombres;Valor absoluto;2012T4;747,5
De 16 a 19 años;Hombres;Valor absoluto;2012T3;711,1
De 16 a 19 años;Hombres;Valor absoluto;2012T2;723,4
De 16 a 19 años;Hombres;Valor absoluto;2012T1;744,1
De 16 a 19 años;Hombres;Valor absoluto;2011T4;742,4
De 16 a 19 años;Hombres;Valor absoluto;2011T3;694,2
De 16 a 19 años;Hombres;Valor absoluto;2011T2;727,6
De 16 a 19 años;Hombres;Valor absoluto;2011T1;731,9
De 16 a 19 años;Hombres;Valor absoluto;2010T4;732,8
De 16 a 19 años;Hombres;Valor absoluto;2010T3;697,3
De 16 a 19 años;Hombres;Valor absoluto;2010T2;692,7
De 16 a 19 años;Hombres;Valor absoluto;2010T1;705,2
De 16 a 19 años;Hombres;Valor absoluto;2009T4;706,0
De 16 a 19 años;Hombres;Valor absoluto;2009T3;661,4
De 16 a 19 años;Hombres;Valor absoluto;2009T2;664,5
De 16 a 19 años;Hombres;Valor absoluto;2009T1;675,1
De 16 a 19 años;Hombres;Valor absoluto;2008T4;673,5
De 16 a 19 años;Hombres;Valor absoluto;2008T3;612,6
De 16 a 19 años;Hombres;Valor absoluto;2008T2;644,7
De 16 a 19 años;Hombres;Valor absoluto;2008T1;645,8
De 16 a 19 años;Hombres;Valor absoluto;2007T4;645,6
De 16 a 19 años;Hombres;Valor absoluto;2007T3;595,9
De 16 a 19 años;Hombres;Valor absoluto;2007T2;611,4
De 16 a 19 años;Hombres;Valor absoluto;2007T1;644,6
De 16 a 19 años;Hombres;Valor absoluto;2006T4;639,9
De 16 a 19 años;Hombres;Valor absoluto;2006T3;590,0
De 16 a 19 años;Hombres;Valor absoluto;2006T2;648,3
De 16 a 19 años;Hombres;Valor absoluto;2006T1;661,4
De 16 a 19 años;Hombres;Valor absoluto;2005T4;650,4
De 16 a 19 años;Hombres;Valor absoluto;2005T3;602,6
De 16 a 19 años;Hombres;Valor absoluto;2005T2;637,1
De 16 a 19 años;Hombres;Valor absoluto;2005T1;640,8
De 16 a 19 años;Hombres;Valor absoluto;2004T4;667,3
De 16 a 19 años;Hombres;Valor absoluto;2004T3;631,2
De 16 a 19 años;Hombres;Valor absoluto;2004T2;684,1
De 16 a 19 años;Hombres;Valor absoluto;2004T1;696,1
De 16 a 19 años;Hombres;Valor absoluto;2003T4;682,0
De 16 a 19 años;Hombres;Valor absoluto;2003T3;664,4
De 16 a 19 años;Hombres;Valor absoluto;2003T2;683,0
De 16 a 19 años;Hombres;Valor absoluto;2003T1;700,6
De 16 a 19 años;Hombres;Valor absoluto;2002T4;685,3
De 16 a 19 años;Hombres;Valor absoluto;2002T3;667,5
De 16 a 19 años;Hombres;Valor absoluto;2002T2;711,3
De 16 a 19 años;Hombres;Valor absoluto;2002T1;715,4
De 16 a 19 años;Hombres;Porcentaje;2026T1;12,4
De 16 a 19 años;Hombres;Porcentaje;2025T4;12,7
De 16 a 19 años;Hombres;Porcentaje;2025T3;12,3
De 16 a 19 años;Hombres;Porcentaje;2025T2;12,7
De 16 a 19 años;Hombres;Porcentaje;2025T1;12,8
De 16 a 19 años;Hombres;Porcentaje;2024T4;12,6
De 16 a 19 años;Hombres;Porcentaje;2024T3;12,3
De 16 a 19 años;Hombres;Porcentaje;2024T2;12,4
De 16 a 19 años;Hombres;Porcentaje;2024T1;12,4
De 16 a 19 años;Hombres;Porcentaje;2023T4;12,5
De 16 a 19 años;Hombres;Porcentaje;2023T3;11,8
De 16 a 19 años;Hombres;Porcentaje;2023T2;12,2
De 16 a 19 años;Hombres;Porcentaje;2023T1;12,5
De 16 a 19 años;Hombres;Porcentaje;2022T4;12,3
De 16 a 19 años;Hombres;Porcentaje;2022T3;12,0
De 16 a 19 años;Hombres;Porcentaje;2022T2;12,0
De 16 a 19 años;Hombres;Porcentaje;2022T1;12,1
De 16 a 19 años;Hombres;Porcentaje;2021T4;12,2
De 16 a 19 años;Hombres;Porcentaje;2021T3;11,8
De 16 a 19 años;Hombres;Porcentaje;2021T2;11,8
De 16 a 19 años;Hombres;Porcentaje;2021T1;11,9
De 16 a 19 años;Hombres;Porcentaje;2020T4;12,3
De 16 a 19 años;Hombres;Porcentaje;2020T3;11,8
De 16 a 19 años;Hombres;Porcentaje;2020T2;11,7
De 16 a 19 años;Hombres;Porcentaje;2020T1;11,9
De 16 a 19 años;Hombres;Porcentaje;2019T4;12,0
De 16 a 19 años;Hombres;Porcentaje;2019T3;11,7
De 16 a 19 años;Hombres;Porcentaje;2019T2;11,9
De 16 a 19 años;Hombres;Porcentaje;2019T1;11,9
De 16 a 19 años;Hombres;Porcentaje;2018T4;11,9
De 16 a 19 años;Hombres;Porcentaje;2018T3;11,6
De 16 a 19 años;Hombres;Porcentaje;2018T2;11,7
De 16 a 19 años;Hombres;Porcentaje;2018T1;11,8
De 16 a 19 años;Hombres;Porcentaje;2017T4;11,6
De 16 a 19 años;Hombres;Porcentaje;2017T3;11,3
De 16 a 19 años;Hombres;Porcentaje;2017T2;11,6
De 16 a 19 años;Hombres;Porcentaje;2017T1;11,6
De 16 a 19 años;Hombres;Porcentaje;2016T4;11,7
De 16 a 19 años;Hombres;Porcentaje;2016T3;11,5
De 16 a 19 años;Hombres;Porcentaje;2016T2;11,6
De 16 a 19 años;Hombres;Porcentaje;2016T1;11,7
De 16 a 19 años;Hombres;Porcentaje;2015T4;11,6
De 16 a 19 años;Hombres;Porcentaje;2015T3;11,2
De 16 a 19 años;Hombres;Porcentaje;2015T2;11,5
De 16 a 19 años;Hombres;Porcentaje;2015T1;11,5
De 16 a 19 años;Hombres;Porcentaje;2014T4;11,6
De 16 a 19 años;Hombres;Porcentaje;2014T3;11,4
De 16 a 19 años;Hombres;Porcentaje;2014T2;11,5
De 16 a 19 años;Hombres;Porcentaje;2014T1;11,4
De 16 a 19 años;Hombres;Porcentaje;2013T4;11,4
De 16 a 19 años;Hombres;Porcentaje;2013T3;11,2
De 16 a 19 años;Hombres;Porcentaje;2013T2;11,4
De 16 a 19 años;Hombres;Porcentaje;2013T1;11,5
De 16 a 19 años;Hombres;Porcentaje;2012T4;11,8
De 16 a 19 años;Hombres;Porcentaje;2012T3;11,5
De 16 a 19 años;Hombres;Porcentaje;2012T2;11,7
De 16 a 19 años;Hombres;Porcentaje;2012T1;11,9
De 16 a 19 años;Hombres;Porcentaje;2011T4;12,0
De 16 a 19 años;Hombres;Porcentaje;2011T3;11,3
De 16 a 19 años;Hombres;Porcentaje;2011T2;11,8
De 16 a 19 años;Hombres;Porcentaje;2011T1;11,8
De 16 a 19 años;Hombres;Porcentaje;2010T4;11,9
De 16 a 19 años;Hombres;Porcentaje;2010T3;11,6
De 16 a 19 años;Hombres;Porcentaje;2010T2;11,6
De 16 a 19 años;Hombres;Porcentaje;2010T1;11,6
De 16 a 19 años;Hombres;Porcentaje;2009T4;11,7
De 16 a 19 años;Hombres;Porcentaje;2009T3;11,0
De 16 a 19 años;Hombres;Porcentaje;2009T2;11,3
De 16 a 19 años;Hombres;Porcentaje;2009T1;11,5
De 16 a 19 años;Hombres;Porcentaje;2008T4;11,5
De 16 a 19 años;Hombres;Porcentaje;2008T3;10,7
De 16 a 19 años;Hombres;Porcentaje;2008T2;11,3
