Sexo;Edad;Motivos de la jornada parcial;Periodo;Total
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2021T3;0,3
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2021T2;1,1
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2021T1;1,8
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2020T4;0,2
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2020T3;0,5
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2020T2;0,5
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2020T1;1,3
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2019T4;1,7
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2019T3;1,3
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2019T2;1
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2019T1;2
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2018T4;1,1
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2018T3;1,4
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2018T2;0,1
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2018T1;0,8
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2017T4;0,3
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2017T3;1,5
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2017T2;0,1
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2017T1;0,5
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2016T4;1,1
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2016T3;1
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2016T2;0,5
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2016T1;1
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2015T4;0,6
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2015T3;1,7
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2015T2;1
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2015T1;1
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2014T4;0,1
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2014T3;1,1
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2014T2;0,5
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2014T1;1,3
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2013T4;0,9
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2013T3;0,5
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2013T2;0,5
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2013T1;..
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2012T4;0,2
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2012T3;0,2
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2012T2;0,4
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2012T1;0,5
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2011T4;0,8
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2011T3;0,4
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2011T2;0,5
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2011T1;1,2
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2010T4;1
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2010T3;0,8
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2010T2;0,4
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2010T1;0,4
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2009T4;0,6
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2009T3;1,7
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2009T2;1
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2009T1;1,1
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2008T4;1,2
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2008T3;1
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2008T2;1,6
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2008T1;1,1
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2007T4;1,4
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2007T3;1,6
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2007T2;1,8
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2007T1;1,6
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2006T4;0,4
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2006T3;1,6
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2006T2;1,1
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2006T1;0,1
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2005T4;..
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2005T3;0,6
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2005T2;0,2
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2005T1;1,7
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2025T4;17,5
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2025T3;14,8
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2025T2;19,5
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2025T1;16,4
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2024T4;19,1
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2024T3;12,8
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2024T2;19,3
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2024T1;11,5
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2023T4;17,5
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2023T3;18,5
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2023T2;14,4
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2023T1;11
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2022T4;16,3
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2022T3;14,4
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2022T2;12,6
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2022T1;10,2
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2021T4;13,4
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2021T3;15,8
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2021T2;12,7
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2021T1;17,9
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2020T4;13,7
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2020T3;17,9
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2020T2;11
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2020T1;9,7
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2019T4;11,5
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2019T3;13,4
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2019T2;13,9
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2019T1;14,2
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2018T4;11,4
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2018T3;13,2
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2018T2;14,6
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2018T1;12
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2017T4;9,8
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2017T3;13,5
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2017T2;14,6
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2017T1;12,7
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2016T4;11,7
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2016T3;12,4
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2016T2;12,6
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2016T1;9,4
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2015T4;17,4
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2015T3;14,2
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2015T2;9,9
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2015T1;10,2
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2014T4;11,2
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2014T3;9,5
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2014T2;9,7
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2014T1;11,7
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2013T4;10,1
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2013T3;7,9
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2013T2;7,9
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2013T1;7,6
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2012T4;10
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2012T3;12,4
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2012T2;9,6
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2012T1;8,6
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2011T4;7,6
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2011T3;8
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2011T2;8,4
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2011T1;8,2
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2010T4;4,7
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2010T3;6,1
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2010T2;8,9
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2010T1;7,6
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2009T4;5,1
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2009T3;6,1
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2009T2;4,8
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2009T1;4,5
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2008T4;3,8
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2008T3;4
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2008T2;2,4
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2008T1;3
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2007T4;6,1
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2007T3;3,7
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2007T2;3,2
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2007T1;4,3
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2006T4;3
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2006T3;4
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2006T2;3,3
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2006T1;3,5
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2005T4;3,1
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2005T3;7
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2005T2;4,1
Hombres;De 60 a 64 años;No haber podido encontrar trabajo de jornada completa;2005T1;5,8
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2025T4;8,7
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2025T3;2,6
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2025T2;4,8
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2025T1;6,2
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2024T4;9,3
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2024T3;6,1
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2024T2;4,1
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2024T1;7,1
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2023T4;3,4
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2023T3;6,4
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2023T2;4
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2023T1;4,1
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2022T4;4,5
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2022T3;2,6
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2022T2;3,3
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2022T1;5
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2021T4;3,9
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2021T3;4,1
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2021T2;2,8
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2021T1;3,4
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2020T4;3,2
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2020T3;5,3
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2020T2;2,5
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2020T1;3,1
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2019T4;3,1
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2019T3;6,7
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2019T2;5,6
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2019T1;5,7
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2018T4;2,6
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2018T3;2,6
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2018T2;4,3
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2018T1;2,2
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2017T4;4,5
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2017T3;3,1
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2017T2;5,5
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2017T1;2,8
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2016T4;4,2
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2016T3;3,1
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2016T2;3,8
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2016T1;3,2
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2015T4;1,9
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2015T3;2,4
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2015T2;2,6
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2015T1;4,4
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2014T4;3,1
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2014T3;3,3
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2014T2;3,1
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2014T1;2,1
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2013T4;3,1
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2013T3;2,9
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2013T2;3,6
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2013T1;2,3
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2012T4;5,6
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2012T3;4,1
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2012T2;3,5
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2012T1;2,7
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2011T4;3,3
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2011T3;3,7
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2011T2;4,2
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2011T1;4,1
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2010T4;1
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2010T3;3,5
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2010T2;3,8
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2010T1;3,5
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2009T4;3,7
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2009T3;6,2
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2009T2;5,1
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2009T1;4,4
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2008T4;5
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2008T3;5,2
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2008T2;4,2
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2008T1;2,4
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2007T4;4
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2007T3;7,2
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2007T2;4,7
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2007T1;4,9
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2006T4;3,8
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2006T3;3,7
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2006T2;5,4
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2006T1;1,6
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2005T4;4,3
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2005T3;3,8
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2005T2;3,5
Hombres;De 60 a 64 años;No querer trabajo de jornada completa;2005T1;3,8
Hombres;De 60 a 64 años;Otros motivos de tener jornada parcial;2025T4;10,9
Hombres;De 60 a 64 años;Otros motivos de tener jornada parcial;2025T3;14,1
